Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2] stim_f[Hz]
0 18852 nan nan 0
1 18879 nan nan 0
2 18923 52.5 17 0
3 18964 39.5 -8 0
4 19002 36.5 -3 0
5 19034 29 -6.75 0
6 19067 33.5 2.75 0
7 19099 31.5 -1.5 0
8 19130 30.5 -1 0
9 19156 23.5 -6 0
10 19176 17 -6.25 0
11 19188 8 -8.5 0
12 19195 4.5 -4.25 103
13 19211 20.5 12.5 107.5
14 19243 40 17.75 112
15 19295 62 21 116.5
16 19345 49 -7.5 121
