Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2]
0 561 nan nan
1 565 nan nan
2 568 2.5 -1
3 572 4.5 1.5
4 575 2.5 -1.5
5 578 3 0.25
6 580 1.5 -1.25
7 583 3.5 1.5
8 586 3 -0.25
9 588 1.5 -1.25
10 590 2 0.25
11 591 0.5 -1.25
12 593 2.5 1.5
13 595 2 -0.25
14 596 0.5 -1.25
15 598 2.5 1.5
16 599 0.5 -1.5
17 600 1 0.25
18 606 8.5 6.25
19 618 15 6.25
20 628 9 -4
21 634 4 -4.5
22 634 -3 -6.5
23 640 9 9
24 640 -3 -9
25 648 12 11.5
26 660 14 3
27 668 6 -6
28 672 2 -4
29 672 -2 -4
30 674 3 3.5
31 676 2 -0.5
32 678 2 0
33 680 2 0
34 682 2 0
35 686 5 2.5
36 688 1 -3
37 690 2 0.5
38 694 5 2.5
39 696 1 -3
40 700 5 3
41 704 4 -0.5
42 708 4 0
43 710 1 -2.5
44 714 5 3
45 718 4 -0.5
46 722 4 0
47 724 1 -2.5
48 728 5 3
49 732 4 -0.5
50 736 4 0
51 740 4 0
52 744 4 0
53 748 4 0
54 752 4 0
55 756 4 0
56 760 4 0
57 764 4 0
58 768 4 0
59 772 4 0
60 776 4 0
61 780 4 0
62 784 4 0
63 788 4 0
64 792 4 0
65 796 4 0
66 800 4 0
67 804 4 0
68 808 4 0
69 814 7 2.5
70 818 3 -3
71 822 4 0.5
72 826 4 0
73 832 7 2.5
74 836 3 -3
75 842 7 3
76 846 3 -3
77 850 4 0.5
78 856 7 2.5
79 860 3 -3
80 864 4 0.5
81 868 4 0
82 872 4 0
83 876 4 0
84 882 7 2.5
85 886 3 -3
86 890 4 0.5
87 894 4 0
88 900 7 2.5
89 904 3 -3
90 908 4 0.5
91 914 7 2.5
92 918 3 -3
93 924 7 3
94 930 6 -0.5
95 934 3 -2.5
96 940 7 3
97 946 6 -0.5
98 950 3 -2.5
99 956 7 3
100 960 3 -3
101 966 7 3
102 982 21 12
103 1005 26.5 6.25
104 1025 18.5 -5.5
105 1039 11 -6.75
106 1046 3.5 -7.25
107 1047 -2 -5.75
108 1048 1 1.5
109 1049 1 0
110 1050 1 0
111 1051 1 0
112 1052 1 0
113 1054 2.5 1.25
114 1055 0.5 -1.5
115 1056 1 0.25
116 1058 2.5 1.25
117 1059 0.5 -1.5
118 1061 2.5 1.5
119 1063 2 -0.25
120 1065 2 0
121 1068 3.5 1.25
122 1070 1.5 -1.5
123 1072 2 0.25
124 1074 2 0
125 1077 3.5 1.25
126 1079 1.5 -1.5
127 1081 2 0.25
128 1084 3.5 1.25
129 1086 1.5 -1.5
130 1089 3.5 1.5
131 1091 1.5 -1.5
132 1094 3.5 1.5
133 1102 10.5 6
134 1117 18.5 7.5
135 1137 22.5 4.5
136 1152 12.5 -7.5
137 1159 3 -8.75
138 1160 -2 -5.5
139 1161 1 1.5
140 1162 1 0
141 1163 1 0
142 1164 1 0
143 1165 1 0
144 1166 1 0
145 1167 1 0
146 1169 2.5 1.25
147 1171 2 -0.25
148 1173 2 0
149 1174 0.5 -1.25
150 1176 2.5 1.5
151 1177 0.5 -1.5
152 1179 2.5 1.5
153 1180 0.5 -1.5
154 1182 2.5 1.5
155 1184 2 -0.25
156 1186 2 0
157 1188 2 0
158 1190 2 0
159 1192 2 0
160 1195 3.5 1.25
161 1197 1.5 -1.5
162 1197 -1 -2.25
163 1199 3 3
164 1202 3.5 0.75
165 1205 3 -0.25
166 1207 1.5 -1.25
167 1210 3.5 1.5
168 1212 1.5 -1.5
169 1215 3.5 1.5
170 1217 1.5 -1.5
171 1220 3.5 1.5
172 1223 3 -0.25
173 1225 1.5 -1.25
174 1228 3.5 1.5
175 1231 3 -0.25
176 1234 3 0
177 1236 1.5 -1.25
178 1239 3.5 1.5
179 1242 3 -0.25
180 1244 1.5 -1.25
181 1247 3.5 1.5
182 1249 1.5 -1.5
183 1252 3.5 1.5
184 1254 1.5 -1.5
185 1257 3.5 1.5
186 1260 3 -0.25
187 1262 1.5 -1.25
188 1265 3.5 1.5
189 1267 1.5 -1.5
190 1270 3.5 1.5
191 1272 1.5 -1.5
192 1275 3.5 1.5
193 1277 1.5 -1.5
194 1279 2 0.25
195 1282 3.5 1.25
196 1285 3 -0.25
