Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2]
0 536 nan nan
1 536 nan nan
2 536 0 0
3 536 0 0
4 536 0 0
5 536 0 0
6 537 1.5 1.25
7 537 -0.5 -1.5
8 537 0 0.25
9 538 1.5 1.25
10 538 -0.5 -1.5
11 538 0 0.25
12 540 3 2.5
13 542 2 -0.5
14 546 5 2.5
15 548 1 -3
16 550 2 0.5
17 550 -1 -2.5
18 550 0 0.5
19 550 0 0
20 550 0 0
21 550 0 0
22 550 0 0
23 550 0 0
24 551 1.5 1.25
25 551 -0.5 -1.5
26 551 0 0.25
27 552 1.5 1.25
28 552 -0.5 -1.5
29 552 0 0.25
30 553 1.5 1.25
31 553 -0.5 -1.5
32 553 0 0.25
33 554 1.5 1.25
34 554 -0.5 -1.5
35 555 1.5 1.5
36 555 -0.5 -1.5
37 556 1.5 1.5
38 556 -0.5 -1.5
39 557 1.5 1.5
40 557 -0.5 -1.5
41 558 1.5 1.5
42 558 -0.5 -1.5
43 559 1.5 1.5
44 559 -0.5 -1.5
45 560 1.5 1.5
46 560 -0.5 -1.5
47 561 1.5 1.5
48 561 -0.5 -1.5
49 562 1.5 1.5
50 562 -0.5 -1.5
51 563 1.5 1.5
52 563 -0.5 -1.5
53 564 1.5 1.5
54 564 -0.5 -1.5
55 565 1.5 1.5
56 565 -0.5 -1.5
57 565 0 0.25
58 566 1.5 1.25
59 566 -0.5 -1.5
60 567 1.5 1.5
61 567 -0.5 -1.5
62 568 1.5 1.5
63 568 -0.5 -1.5
64 568 0 0.25
65 569 1.5 1.25
66 569 -0.5 -1.5
67 570 1.5 1.5
68 570 -0.5 -1.5
69 570 0 0.25
70 571 1.5 1.25
71 571 -0.5 -1.5
72 572 1.5 1.5
73 572 -0.5 -1.5
74 573 1.5 1.5
75 573 -0.5 -1.5
76 574 1.5 1.5
77 574 -0.5 -1.5
78 574 0 0.25
79 575 1.5 1.25
80 575 -0.5 -1.5
81 576 1.5 1.5
82 576 -0.5 -1.5
