Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2]
0 658 nan nan
1 662 nan nan
2 664 1 -2
3 668 5 3
4 670 1 -3
5 674 5 3
6 676 1 -3
7 680 5 3
8 682 1 -3
9 684 2 0.5
10 688 5 2.5
11 690 1 -3
12 692 2 0.5
13 696 5 2.5
14 698 1 -3
15 700 2 0.5
16 704 5 2.5
17 706 1 -3
18 710 5 3
19 712 1 -3
20 716 5 3
21 718 1 -3
22 722 5 3
23 724 1 -3
24 728 5 3
25 730 1 -3
26 734 5 3
27 736 1 -3
28 738 2 0.5
29 742 5 2.5
30 744 1 -3
31 748 5 3
32 750 1 -3
33 752 2 0.5
34 756 5 2.5
35 758 1 -3
36 762 5 3
37 766 4 -0.5
38 768 1 -2.5
39 772 5 3
40 774 1 -3
41 778 5 3
42 780 1 -3
43 782 2 0.5
44 786 5 2.5
45 788 1 -3
46 790 2 0.5
47 794 5 2.5
48 796 1 -3
49 800 5 3
50 802 1 -3
51 804 2 0.5
52 808 5 2.5
53 810 1 -3
54 814 5 3
55 816 1 -3
56 818 2 0.5
57 820 2 0
58 824 5 2.5
59 826 1 -3
60 828 2 0.5
61 830 2 0
62 834 5 2.5
63 836 1 -3
64 838 2 0.5
65 840 2 0
66 842 2 0
67 844 2 0
68 846 2 0
69 846 -1 -2.5
70 848 3 3
71 850 2 -0.5
72 852 2 0
73 854 2 0
74 856 2 0
75 858 2 0
76 860 2 0
77 862 2 0
78 864 2 0
79 866 2 0
80 868 2 0
81 872 5 2.5
82 874 1 -3
83 876 2 0.5
84 878 2 0
85 880 2 0
86 882 2 0
87 884 2 0
88 886 2 0
89 888 2 0
90 890 2 0
91 892 2 0
92 894 2 0
93 896 2 0
94 898 2 0
95 898 -1 -2.5
96 900 3 3
97 902 2 -0.5
98 904 2 0
99 906 2 0
100 908 2 0
101 910 2 0
102 912 2 0
103 914 2 0
104 916 2 0
105 918 2 0
106 920 2 0
107 922 2 0
108 922 -1 -2.5
109 924 3 3
110 926 2 -0.5
111 926 -1 -2.5
112 928 3 3
113 928 -1 -3
114 930 3 3
115 930 -1 -3
116 932 3 3
117 934 2 -0.5
118 936 2 0
119 938 2 0
120 938 -1 -2.5
121 940 3 3
122 942 2 -0.5
123 942 -1 -2.5
124 944 3 3
125 946 2 -0.5
126 946 -1 -2.5
127 948 3 3
128 948 -1 -3
129 950 3 3
130 950 -1 -3
131 952 3 3
132 952 -1 -3
133 954 3 3
134 956 2 -0.5
135 956 -1 -2.5
136 958 3 3
137 960 2 -0.5
138 962 2 0
139 962 -1 -2.5
140 964 3 3
141 964 -1 -3
142 966 3 3
143 968 2 -0.5
144 968 -1 -2.5
145 970 3 3
146 970 -1 -3
147 972 3 3
148 972 -1 -3
149 972 0 0.5
150 974 3 2.5
151 974 -1 -3
152 974 0 0.5
153 974 0 0
154 976 3 2.5
155 976 -1 -3
156 978 3 3
157 978 -1 -3
158 980 3 3
159 980 -1 -3
160 980 0 0.5
161 982 3 2.5
162 984 2 -0.5
163 986 2 0
164 986 -1 -2.5
165 988 3 3
166 988 -1 -3
167 990 3 3
168 990 -1 -3
169 990 0 0.5
170 992 3 2.5
171 992 -1 -3
172 992 0 0.5
173 994 3 2.5
174 994 -1 -3
175 994 0 0.5
176 996 3 2.5
177 996 -1 -3
178 998 3 3
179 998 -1 -3
180 1000 3 3
181 1000 -1 -3
182 1000 0 0.5
183 1001 1.5 1.25
184 1001 -0.5 -1.5
185 1002 1.5 1.5
186 1002 -0.5 -1.5
187 1003 1.5 1.5
188 1003 -0.5 -1.5
189 1004 1.5 1.5
190 1004 -0.5 -1.5
191 1005 1.5 1.5
192 1005 -0.5 -1.5
193 1005 0 0.25
194 1005 0 0
195 1006 1.5 1.25
196 1006 -0.5 -1.5
197 1007 1.5 1.5
198 1007 -0.5 -1.5
199 1008 1.5 1.5
200 1008 -0.5 -1.5
201 1008 0 0.25
202 1008 0 0
203 1008 0 0
204 1008 0 0
205 1008 0 0
206 1009 1.5 1.25
207 1009 -0.5 -1.5
208 1009 0 0.25
209 1009 0 0
210 1009 0 0
211 1009 0 0
212 1009 0 0
213 1010 1.5 1.25
214 1010 -0.5 -1.5
215 1010 0 0.25
216 1011 1.5 1.25
217 1011 -0.5 -1.5
218 1012 1.5 1.5
219 1012 -0.5 -1.5
220 1013 1.5 1.5
221 1013 -0.5 -1.5
222 1014 1.5 1.5
223 1014 -0.5 -1.5
224 1015 1.5 1.5
225 1015 -0.5 -1.5
226 1015 0 0.25
227 1016 1.5 1.25
228 1016 -0.5 -1.5
229 1016 0 0.25
230 1016 0 0
231 1017 1.5 1.25
232 1017 -0.5 -1.5
233 1018 1.5 1.5
234 1018 -0.5 -1.5
235 1018 0 0.25
236 1019 1.5 1.25
237 1019 -0.5 -1.5
238 1019 0 0.25
239 1019 0 0
240 1020 1.5 1.25
241 1020 -0.5 -1.5
242 1021 1.5 1.5
243 1021 -0.5 -1.5
244 1022 1.5 1.5
245 1023 1 -0.25
246 1023 -0.5 -1.25
247 1024 1.5 1.5
248 1024 -0.5 -1.5
249 1025 1.5 1.5
250 1025 -0.5 -1.5
251 1026 1.5 1.5
252 1026 -0.5 -1.5
253 1026 0 0.25
254 1026 0 0
255 1026 0 0
256 1026 0 0
257 1026 0 0
258 1027 1.5 1.25
259 1027 -0.5 -1.5
260 1027 0 0.25
261 1027 0 0
262 1028 1.5 1.25
263 1028 -0.5 -1.5
264 1028 0 0.25
265 1029 1.5 1.25
266 1029 -0.5 -1.5
267 1029 0 0.25
268 1029 0 0
269 1030 1.5 1.25
270 1030 -0.5 -1.5
271 1030 0 0.25
272 1031 1.5 1.25
273 1031 -0.5 -1.5
274 1031 0 0.25
275 1032 1.5 1.25
276 1032 -0.5 -1.5
277 1032 0 0.25
278 1033 1.5 1.25
279 1033 -0.5 -1.5
280 1034 1.5 1.5
281 1034 -0.5 -1.5
282 1034 0 0.25
283 1035 1.5 1.25
284 1035 -0.5 -1.5
285 1035 0 0.25
286 1035 0 0
287 1036 1.5 1.25
288 1036 -0.5 -1.5
