Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2] stim_f[Hz]
0 400 nan nan 0
1 400 nan nan 0
2 400 0 0 0
3 400 0 0 0
4 400 0 0 0
5 400 0 0 0
6 408 12 10 0
7 438 41 25.5 0
8 494 69 27 0
9 522 14 -41.5 0
10 547 23.5 3.25 0
11 567 17.5 -5.5 0
12 585 17 -1.25 0
13 600 13.5 -3.25 0
14 680 112.5 82 0
15 754 71 -23.75 0
16 820 62 -8.5 0
17 882 60 -3 0
18 940 56 -4 0
19 992 49 -6.5 0
20 1020 16 -28.5 0
21 1041 17.5 -2.75 0
22 1060 18 -0.75 0
23 1077 16 -2 0
24 1092 14 -2 0
25 1107 15 0.5 0
26 1121 13.5 -1.25 0
27 1136 15.5 1.5 0
28 1150 13.5 -1.5 0
29 1163 12.5 -1 0
30 1176 13 0.25 0
31 1187 10 -2.5 0
32 1198 11 0.5 0
33 1209 11 0 0
34 1219 9.5 -1.25 0
35 1230 11.5 1.5 0
36 1240 9.5 -1.5 0
37 1251 11.5 1.5 0
38 1261 9.5 -1.5 0
39 1271 10 0.25 0
40 1280 8.5 -1.25 0
41 1290 10.5 1.5 0
42 1299 8.5 -1.5 0
43 1308 9 0.25 0
44 1315 6 -2.5 0
45 1323 8.5 1.75 0
46 1330 6.5 -1.5 0
47 1338 8.5 1.5 0
48 1346 8 -0.25 0
49 1355 9.5 1.25 0
50 1363 7.5 -1.5 0
51 1371 8 0.25 0
52 1379 8 0 0
53 1386 6.5 -1.25 0
54 1393 7 0.25 0
55 1400 7 0 0
56 1406 5.5 -1.25 0
57 1413 7.5 1.5 0
58 1420 7 -0.25 0
59 1427 7 0 0
60 1434 7 0 0
61 1441 7 0 0
62 1447 5.5 -1.25 0
63 1454 7.5 1.5 0
64 1460 5.5 -1.5 0
65 1467 7.5 1.5 0
66 1472 4 -2.75 0
67 1478 6.5 1.75 0
68 1484 6 -0.25 0
69 1490 6 0 0
70 1497 7.5 1.25 0
71 1503 5.5 -1.5 0
72 1510 7.5 1.5 0
73 1517 7 -0.25 0
74 1524 7 0 0
75 1530 5.5 -1.25 0
76 1536 6 0.25 0
77 1540 3 -2.5 0
78 1544 4 0.5 0
79 1549 5.5 1.25 0
80 1556 8 2.25 0
81 1564 8.5 0.75 0
82 1571 6.5 -1.5 0
83 1577 5.5 -1 0
84 1582 4.5 -1 0
85 1586 3.5 -1 0
86 1586 -2 -4.75 0
87 1588 3 3.5 0
88 1591 3.5 0.75 0
89 1595 4.5 1 0
90 1603 10 4.75 0
91 1611 8 -1 0
92 1617 5 -2.5 0
93 1621 3 -2 0
94 1623 1 -2 0
95 1627 5 3 0
96 1632 5.5 0.75 0
97 1640 9.5 3.5 0
98 1646 5 -3.25 0
99 1649 1.5 -3.25 0
100 1650 0 -1.75 0
101 1651 1 0.5 0
102 1652 1 0 0
103 1654 2.5 1.25 0
104 1655 0.5 -1.5 0
105 1657 2.5 1.5 0
106 1659 2 -0.25 0
107 1661 2 0 0
108 1663 2 0 0
109 1665 2 0 0
110 1672 9.5 6.25 0
111 1684 14.5 5 0
112 1701 19.5 5 0
113 1713 9.5 -7.5 0
114 1719 3 -6.25 0
115 1722 1.5 -2.25 0
116 1727 6 3.25 0
117 1733 6.5 0.75 0
118 1737 3 -2.75 0
119 1740 2.5 -0.75 0
120 1741 0 -2.25 0
121 1742 1 0.5 0
122 1743 1 0 0
123 1744 1 0 0
124 1745 1 0 0
125 1746 1 0 0
126 1748 2.5 1.25 0
127 1750 2 -0.25 0
128 1752 2 0 0
129 1754 2 0 0
130 1756 2 0 0
131 1758 2 0 0
132 1761 3.5 1.25 0
133 1763 1.5 -1.5 0
134 1765 2 0.25 0
135 1768 3.5 1.25 0
136 1770 1.5 -1.5 0
137 1773 3.5 1.5 0
138 1776 3 -0.25 0
139 1778 1.5 -1.25 0
140 1787 12.5 9 0
141 1801 16.5 4.5 0
142 1821 23 6.25 0
143 1835 11 -9 0
144 1841 2 -8.5 0
145 1842 -1.5 -4.25 0
146 1843 1 1.25 0
147 1844 1 0 0
148 1845 1 0 0
149 1846 1 0 0
150 1847 1 0 0
151 1848 1 0 0
152 1850 2.5 1.25 0
153 1852 2 -0.25 0
154 1854 2 0 0
155 1856 2 0 0
156 1858 2 0 0
157 1860 2 0 100
158 1862 2 0 100.1
159 1864 2 0 100.2
160 1866 2 0 100.3
161 1869 3.5 1.25 100.4
162 1872 3 -0.25 100.5
163 1874 1.5 -1.25 100.6
