Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2] stim_f[Hz]
225 1872 5 -2 0
226 1878 6 0.5 0
227 1884 6 0 0
228 1890 6 0 0
229 1895 4.5 -1.25 0
230 1900 5 0.25 0
231 1908 9.5 3.75 0
232 1916 8 -0.75 0
233 1922 5 -2.5 0
234 1927 4.5 -0.75 0
235 1931 3.5 -1 0
236 1933 1 -2.25 0
237 1935 2 0.5 0
238 1936 0.5 -1.25 0
239 1939 4 2.75 0
240 1946 9 4.5 0
241 1957 13 4 0
242 1968 11 -1 0
243 1976 6.5 -3.75 0
244 1983 6.5 -0.5 0
245 1989 5.5 -1 0
246 1995 6 0.25 0
247 2001 6 0 0
248 2007 6 0 0
249 2012 4.5 -1.25 0
250 2014 0.5 -3.5 0
251 2016 2 0.75 0
252 2017 0.5 -1.25 0
253 2018 1 0.25 0
254 2019 1 0 0
255 2026 10 7.5 0
256 2038 14.5 4.75 0
257 2056 21 6.25 0
258 2072 15 -4 0
259 2084 10 -4.5 0
260 2092 6 -4 0
261 2097 3.5 -2.75 0
262 2099 0.5 -3 0
263 2101 2 0.75 0
264 2105 5 2.5 0
265 2113 10 4.5 0
266 2127 17 6.5 0
267 2140 12.5 -2.75 0
268 2151 10 -2.25 0
269 2157 3.5 -5.75 0
270 2162 4.5 0 0
271 2168 6.5 1.5 0
272 2175 7.5 1 0
273 2180 4 -2.75 0
274 2183 2 -2 0
275 2187 4.5 1.75 0
276 2196 11.5 6 0
277 2208 13.5 2.5 0
278 2220 12 -0.75 0
279 2231 10.5 -1.25 0
280 2239 6.5 -3.5 0
281 2246 6.5 -0.5 0
282 2253 7 0.25 0
283 2259 5.5 -1.25 0
284 2264 4.5 -1 0
285 2264 -2.5 -6 0
286 2270 9 8.75 0
287 2279 10.5 2.25 0
288 2289 10.5 0.5 0
289 2298 8.5 -1.5 0
290 2306 7.5 -1 0
291 2315 9.5 1.5 0
292 2324 9 -0.25 0
293 2332 7.5 -1.25 0
294 2338 5 -2.25 0
295 2342 3 -2 0
296 2344 1 -2 0
297 2345 0.5 -0.75 0
298 2346 1 0.25 0
299 2351 7 5 0
300 2362 14 6.5 0
301 2378 18.5 4.75 540.1
302 2393 14.5 -2.5 540.3
303 2405 10.5 -3.5 540.5
304 2414 7.5 -3 540.7
305 2422 7.5 -0.5 540.9
306 2430 8 0.25 541.1
307 2439 9.5 1.25 541.3
308 2447 7.5 -1.5 541.5
309 2456 9.5 1.5 541.7
310 2464 7.5 -1.5 541.9
311 2474 11 2.75 542.1
312 2484 10 -0.5 542.3
313 2493 8.5 -1.25 542.5
314 2503 10.5 1.5 542.7
315 2511 7 -2.75 542.9
316 2518 6.5 -0.75 543.1
317 2523 4 -2.25 543.3
318 2526 2 -2 543.5
319 2528 1.5 -0.75 543.7
320 2529 0.5 -1 543.9
321 2530 1 0.25 544.1
322 2532 2.5 1.25 544.3
323 2539 9.5 6 544.5
324 2552 16 6.25 544.7
325 2572 23.5 7.25 544.9
326 2589 15.5 -5.5 545.1
327 2603 12.5 -3 545.3
328 2613 8 -4.25 545.5
329 2623 10 1 545.7
330 2632 8.5 -1.25 545.9
331 2641 9 0.25 546.1
332 2650 9 0 546.3
333 2658 7.5 -1.25 546.5
334 2666 8 0.25 546.7
335 2675 9.5 1.25 546.9
336 2683 7.5 -1.5 547.1
337 2689 5 -2.25 547.3
338 2693 3 -2 547.5
339 2695 1 -2 547.7
340 2699 5 3 547.9
341 2707 10 4.5 548.1
342 2721 17 6.5 548.3
343 2734 12.5 -2.75 548.5
344 2746 11.5 -1 548.7
345 2755 7.5 -3.5 548.9
346 2765 10.5 2 549.1
347 2773 7 -2.75 549.3
348 2780 6.5 -0.75 549.5
349 2783 1 -4.75 549.7
350 2787 4.5 2.25 549.9
351 2795 10 4.75 550.1
352 2809 17 6.5 550.3
353 2822 12.5 -2.75 550.5
354 2834 11.5 -1 550.7
355 2844 9 -2.25 550.9
356 2853 8.5 -0.75 551.1
357 2863 10.5 1.5 551.3
358 2873 10 -0.25 551.5
359 2884 11.5 1.25 551.7
360 2896 12.5 1 551.9
361 2909 13.5 1 552.1
362 2920 10 -2.75 552.3
363 2932 12.5 1.75 552.5
364 2943 10.5 -1.5 552.7
365 2955 12.5 1.5 552.9
366 2968 13.5 1 553.1
367 2982 14.5 1 553.3
368 2998 17 2.25 553.5
369 3014 16 -0.5 553.7
370 3029 14.5 -1.25 553.9
371 3045 16.5 1.5 554.1
372 3060 14.5 -1.5 554.3
373 3076 16.5 1.5 554.5
374 3091 14.5 -1.5 554.7
375 3106 15 0.25 554.9
376 3122 16.5 1.25 555.1
377 3137 14.5 -1.5 555.3
378 3151 13.5 -1 555.5
379 3165 14 0.25 555.7
380 3181 17 2.5 555.9
381 3196 14.5 -1.75 556.1
382 3212 16.5 1.5 556.3
383 3228 16 -0.25 556.5
384 3245 17.5 1.25 556.7
385 3262 17 -0.25 556.9
386 3278 15.5 -1.25 557.1
387 3295 17.5 1.5 557.3
388 3311 15.5 -1.5 557.5
389 3327 16 0.25 557.7
390 3343 16 0 557.9
391 3360 17.5 1.25 558.1
392 3360 -8.5 -21.5 558.3
393 3376 24 24.25 558.5
394 3392 16 -4 558.7
395 3408 16 0 558.9
396 3425 17.5 1.25 559.1
397 3441 15.5 -1.5 559.3
398 3457 16 0.25 559.5
399 3472 14.5 -1.25 559.7
400 3487 15 0.25 559.9
401 3502 15 0 560.1
402 3518 16.5 1.25 560.3
403 3534 16 -0.25 560.5
404 3550 16 0 560.7
405 3566 16 0 560.9
406 3581 14.5 -1.25 561.1
407 3595 13.5 -1 561.3
408 3609 14 0.25 561.5
409 3622 12.5 -1.25 561.7
410 3634 11.5 -1 561.9
411 3645 10.5 -1 562.1
412 3658 14 2.75 562.3
413 3671 13 -0.5 562.5
414 3685 14.5 1.25 562.7
415 3701 17 2.25 562.9
416 3716 14.5 -1.75 563.1
417 3731 15 0.25 563.3
418 3746 15 0 563.5
419 3759 12 -2.5 563.7
420 3773 14.5 1.75 563.9
421 3786 12.5 -1.5 564.1
422 3800 14.5 1.5 564.3
423 3814 14 -0.25 564.5
424 3828 14 0 564.7
425 3841 12.5 -1.25 564.9
426 3854 13 0.25 565.1
427 3866 11.5 -1.25 565.3
428 3879 13.5 1.5 565.5
429 3892 13 -0.25 565.7
430 3905 13 0 565.9
431 3918 13 0 566.1
432 3931 13 0 566.3
433 3944 13 0 566.5
434 3957 13 0 566.7
435 3969 11.5 -1.25 566.9
436 3981 12 0.25 567.1
437 3992 10.5 -1.25 567.3
438 4003 11 0.25 567.5
439 4015 12.5 1.25 567.7
440 4027 12 -0.25 567.9
441 4039 12 0 568.1
442 4050 10.5 -1.25 568.3
443 4061 11 0.25 568.5
444 4071 9.5 -1.25 568.7
445 4082 11.5 1.5 568.9
446 4093 11 -0.25 569.1
447 4105 12.5 1.25 569.3
448 4116 10.5 -1.5 569.5
449 4128 12.5 1.5 569.7
450 4139 10.5 -1.5 569.9
451 4152 14 2.75 570.1
452 4164 11.5 -1.75 570.3
453 4176 12 0.25 570.5
454 4187 10.5 -1.25 570.7
455 4197 9.5 -1 570.9
456 4208 11.5 1.5 571.1
457 4218 9.5 -1.5 571.3
458 4229 11.5 1.5 571.5
459 4240 11 -0.25 571.7
460 4253 14 2.5 571.9
461 4265 11.5 -1.75 572.1
462 4277 12 0.25 572.3
463 4289 12 0 572.5
464 4300 10.5 -1.25 572.7
465 4312 12.5 1.5 572.9
466 4324 12 -0.25 573.1
467 4335 10.5 -1.25 573.3
468 4347 12.5 1.5 573.5
469 4358 10.5 -1.5 573.7
470 4368 9.5 -1 573.9
471 4379 11.5 1.5 574.1
472 4389 9.5 -1.5 574.3
473 4399 10 0.25 574.5
474 4410 11.5 1.25 574.7
475 4422 12.5 1 574.9
476 4434 12 -0.25 575.1
477 4446 12 0 575.3
478 4458 12 0 575.5
479 4471 13.5 1.25 575.7
480 4484 13 -0.25 575.9
481 4496 11.5 -1.25 576.1
482 4509 13.5 1.5 576.3
483 4523 14.5 1 576.5
484 4536 12.5 -1.5 576.7
485 4549 13 0.25 576.9
486 4561 11.5 -1.25 577.1
487 4572 10.5 -1 577.3
488 4584 12.5 1.5 577.5
489 4596 12 -0.25 577.7
490 4609 13.5 1.25 577.9
491 4621 11.5 -1.5 578.1
492 4633 12 0.25 578.3
493 4645 12 0 578.5
494 4655 9 -2.5 578.7
495 4666 11.5 1.75 578.9
496 4677 11 -0.25 579.1
497 4688 11 0 579.3
498 4701 14 2.5 579.5
499 4701 -6.5 -16.75 579.7
500 4716 22.5 22 579.9
501 4731 15 -3.75 580.1
502 4746 15 0 580.3
503 4759 12 -2.5 580.5
504 4772 13 0.5 580.7
505 4784 11.5 -1.25 580.9
506 4797 13.5 1.5 581.1
507 4809 11.5 -1.5 581.3
508 4822 13.5 1.5 581.5
509 4834 11.5 -1.5 581.7
510 4846 12 0.25 581.9
511 4858 12 0 582.1
512 4870 12 0 582.3
513 4882 12 0 582.5
514 4894 12 0 582.7
515 4906 12 0 582.9
516 4917 10.5 -1.25 583.1
517 4929 12.5 1.5 583.3
518 4941 12 -0.25 583.5
519 4955 15 2.5 583.7
520 4968 12.5 -1.75 583.9
521 4980 11.5 -1 584.1
522 4991 10.5 -1 584.3
523 5003 12.5 1.5 584.5
524 5016 13.5 1 584.7
525 5030 14.5 1 584.9
526 5045 15.5 1 585.1
527 5059 13.5 -1.5 585.3
528 5073 14 0.25 585.5
529 5087 14 0 585.7
530 5101 14 0 585.9
531 5116 15.5 1.25 586.1
532 5131 15 -0.25 586.3
533 5146 15 0 586.5
534 5160 13.5 -1.25 586.7
535 5172 11 -2.25 586.9
536 5180 6 -4.5 587.1
537 5189 9.5 2.25 587.3
538 5201 13.5 3.5 587.5
539 5218 19.5 5.5 587.7
540 5235 17 -1.25 587.9
541 5251 15.5 -1.25 588.1
542 5264 11.5 -3.5 588.3
543 5276 11.5 -0.5 588.5
544 5289 13.5 1.5 588.7
545 5302 13 -0.25 588.9
546 5315 13 0 589.1
547 5329 14.5 1.25 589.3
548 5343 14 -0.25 589.5
549 5358 15.5 1.25 589.7
550 5373 15 -0.25 589.9
551 5387 13.5 -1.25 590.1
552 5400 12.5 -1 590.3
553 5413 13 0.25 590.5
554 5427 14.5 1.25 590.7
555 5441 14 -0.25 590.9
556 5456 15.5 1.25 591.1
557 5469 12 -2.75 591.3
558 5483 14.5 1.75 591.5
559 5496 12.5 -1.5 591.7
560 5509 13 0.25 591.9
561 5523 14.5 1.25 592.1
562 5537 14 -0.25 592.3
563 5551 14 0 592.5
564 5566 15.5 1.25 592.7
565 5582 16.5 1 592.9
566 5598 16 -0.25 593.1
567 5614 16 0 593.3
568 5629 14.5 -1.25 593.5
569 5643 13.5 -1 593.7
570 5658 15.5 1.5 593.9
571 5673 15 -0.25 594.1
572 5689 16.5 1.25 594.3
573 5705 16 -0.25 594.5
574 5721 16 0 594.7
575 5737 16 0 594.9
576 5753 16 0 595.1
577 5767 13 -2.5 595.3
578 5781 14 0.5 595.5
579 5794 12.5 -1.25 595.7
580 5807 13 0.25 595.9
581 5823 17.5 3.75 596.1
582 5840 17.5 0.5 596.3
583 5857 17 -0.25 596.5
584 5873 15.5 -1.25 596.7
585 5888 14.5 -1 596.9
586 5901 12 -2.25 597.1
587 5914 13 0.5 597.3
588 5927 13 0 597.5
589 5942 16 2.5 597.7
590 5959 18 2 597.9
591 5976 17 -0.5 598.1
592 5993 17 0 598.3
593 6009 15.5 -1.25 598.5
594 6025 16 0.25 598.7
595 6041 16 0 598.9
596 6058 17.5 1.25 599.1
597 6076 18.5 1 599.3
598 6093 16.5 -1.5 599.5
599 6111 18.5 1.5 599.7
600 6128 16.5 -1.5 599.9
