Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2] stim_f[Hz]
0 367 nan nan 0
1 367 nan nan 0
2 367 0 0 0
3 367 0 0 0
4 368 1.5 1.25 0
5 370 2.5 1 0
6 375 6.5 3.5 0
7 382 8 1.75 0
8 389 7 -0.5 0
9 396 7 0 0
10 417 28 17.5 0
11 455 46.5 17.75 0
12 489 32 -9.25 0
13 507 10 -19 0
14 517 6 -6 0
15 526 8.5 0.75 0
16 534 7.5 -1 0
17 541 6.5 -1 0
18 548 7 0.25 0
19 554 5.5 -1.25 0
20 561 7.5 1.5 0
21 567 5.5 -1.5 0
22 573 6 0.25 0
23 578 4.5 -1.25 0
24 583 5 0.25 0
25 588 5 0 0
26 592 3.5 -1.25 0
27 596 4 0.25 0
28 600 4 0 0
29 618 25 17.5 0
30 638 21 -1 0
31 658 20 -0.5 0
32 674 14 -5 0
33 692 19 3.5 0
34 706 12 -5.5 0
35 720 14 1 0
36 720 -7 -17.5 0
37 734 21 21 0
38 748 14 -3.5 0
39 762 14 0 0
40 778 17 2.5 0
41 794 16 -0.5 0
42 808 13 -2.5 0
43 824 17 3 0
44 838 13 -3 0
45 852 14 0.5 0
46 868 17 2.5 0
47 884 16 -0.5 0
48 900 16 0 0
49 916 16 0 0
50 932 16 0 0
51 946 13 -2.5 0
52 960 14 0.5 0
53 974 14 0 0
54 988 14 0 0
55 1001 12.5 -1.25 0
56 1009 5.5 -6 0
57 1017 8 1.25 0
58 1025 8 0 0
59 1031 5 -2.5 0
60 1038 7.5 1.75 0
61 1045 7 -0.25 0
62 1052 7 0 0
63 1060 8.5 1.25 0
64 1067 6.5 -1.5 0
65 1075 8.5 1.5 0
66 1081 5 -2.75 0
67 1088 7.5 1.75 0
68 1095 7 -0.25 0
69 1102 7 0 0
70 1110 8.5 1.25 0
71 1117 6.5 -1.5 0
72 1125 8.5 1.5 0
73 1132 6.5 -1.5 0
74 1139 7 0.25 0
75 1146 7 0 0
76 1153 7 0 0
77 1160 7 0 0
78 1168 8.5 1.25 0
79 1175 6.5 -1.5 0
80 1182 7 0.25 0
81 1190 8.5 1.25 0
82 1197 6.5 -1.5 0
83 1204 7 0.25 0
84 1212 8.5 1.25 0
85 1220 8 -0.25 0
86 1228 8 0 0
87 1236 8 0 0
88 1244 8 0 0
89 1253 9.5 1.25 0
90 1261 7.5 -1.5 0
91 1268 6.5 -1 0
92 1276 8.5 1.5 0
93 1283 6.5 -1.5 0
94 1290 7 0.25 0
95 1297 7 0 0
96 1305 8.5 1.25 0
97 1313 8 -0.25 0
98 1320 6.5 -1.25 0
99 1328 8.5 1.5 0
100 1336 8 -0.25 0
101 1344 8 0 0
102 1351 6.5 -1.25 0
103 1359 8.5 1.5 0
104 1367 8 -0.25 0
105 1374 6.5 -1.25 0
106 1382 8.5 1.5 0
107 1390 8 -0.25 0
108 1398 8 0 0
109 1405 6.5 -1.25 0
110 1413 8.5 1.5 0
111 1420 6.5 -1.5 0
112 1427 7 0.25 0
113 1436 10 2.5 0
114 1445 9 -0.5 0
115 1453 7.5 -1.25 0
116 1460 6.5 -1 0
117 1467 7 0.25 0
118 1474 7 0 0
119 1481 7 0 0
120 1489 8.5 1.25 0
121 1497 8 -0.25 0
122 1505 8 0 0
123 1512 6.5 -1.25 0
124 1520 8.5 1.5 0
125 1526 5 -2.75 0
126 1533 7.5 1.75 0
127 1539 5.5 -1.5 0
128 1546 7.5 1.5 0
129 1553 7 -0.25 0
130 1560 7 0 0
131 1567 7 0 0
132 1574 7 0 0
133 1582 8.5 1.25 0
134 1589 6.5 -1.5 0
135 1597 8.5 1.5 0
136 1604 6.5 -1.5 0
137 1611 7 0.25 0
138 1616 4 -2.5 0
139 1621 5 0.5 0
140 1627 6.5 1.25 0
141 1635 9 2.25 0
142 1645 11 2 0
143 1653 7 -3 0
144 1659 5 -2 0
145 1659 -3 -7 0
146 1663 6 6.5 0
147 1667 4 -1 0
148 1672 5.5 1.25 0
149 1679 8 2.25 0
150 1686 7 -0.5 0
151 1693 7 0 0
152 1699 5.5 -1.25 0
153 1705 6 0.25 0
154 1709 3 -2.5 0
155 1713 4 0.5 0
156 1718 5.5 1.25 0
157 1726 9.5 3.5 0
158 1734 8 -0.75 0
159 1741 6.5 -1.25 0
160 1747 5.5 -1 0
161 1753 6 0.25 0
162 1760 7.5 1.25 0
163 1766 5.5 -1.5 0
164 1770 3 -2.25 0
165 1773 2.5 -0.75 0
166 1774 0 -2.25 0
167 1775 1 0.5 0
168 1776 1 0 0
169 1780 5.5 3.75 0
170 1788 10 4.25 0
171 1800 14 4 0
172 1810 9 -3.5 0
173 1818 7 -2 0
174 1824 5 -2 0
175 1830 6 0.5 0
176 1837 7.5 1.25 0
177 1843 5.5 -1.5 0
178 1849 6 0.25 0
179 1855 6 0 0
180 1860 4.5 -1.25 0
181 1864 3.5 -1 0
182 1866 1 -2.25 0
183 1868 2 0.5 0
184 1868 -1 -2.5 0
185 1869 1.5 1.75 0
186 1873 5.5 3.5 0
187 1881 10 4.25 0
188 1891 11 1.5 0
189 1898 5.5 -4.25 0
190 1902 2.5 -3 0
191 1905 2.5 -0.5 0
192 1911 7.5 4 0
193 1920 10.5 3 0
