Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2]
118 1545 9.5 -1.25
119 1555 10 0.25
120 1564 8.5 -1.25
121 1574 10.5 1.5
122 1583 8.5 -1.5
123 1591 7.5 -1
124 1600 9.5 1.5
125 1610 10.5 1
126 1620 10 -0.25
127 1630 10 0
128 1639 8.5 -1.25
129 1648 9 0.25
130 1656 7.5 -1.25
131 1664 8 0.25
132 1672 8 0
133 1681 9.5 1.25
134 1689 7.5 -1.5
135 1697 8 0.25
136 1705 8 0
137 1714 9.5 1.25
138 1723 9 -0.25
139 1731 7.5 -1.25
140 1739 8 0.25
141 1746 6.5 -1.25
142 1754 8.5 1.5
143 1762 8 -0.25
144 1771 9.5 1.25
145 1779 7.5 -1.5
146 1787 8 0.25
147 1795 8 0
148 1803 8 0
149 1811 8 0
150 1811 -4 -10
151 1819 12 12
152 1827 8 -2
153 1836 9.5 1.25
154 1844 7.5 -1.5
155 1852 8 0.25
156 1860 8 0
157 1867 6.5 -1.25
158 1874 7 0.25
159 1882 8.5 1.25
160 1890 8 -0.25
161 1898 8 0
162 1906 8 0
163 1914 8 0
164 1922 8 0
165 1931 9.5 1.25
166 1939 7.5 -1.5
167 1947 8 0.25
168 1955 8 0
169 1961 5 -2.5
170 1968 7.5 1.75
171 1975 7 -0.25
172 1982 7 0
173 1990 8.5 1.25
174 1998 8 -0.25
175 2008 11 2.5
176 2017 8.5 -1.75
177 2027 10.5 1.5
178 2035 7 -2.75
179 2044 9.5 1.75
180 2054 10.5 1
181 2064 10 -0.25
182 2074 10 0
183 2082 7 -2.5
184 2091 9.5 1.75
185 2101 10.5 1
186 2110 8.5 -1.5
187 2120 10.5 1.5
188 2129 8.5 -1.5
189 2138 9 0.25
190 2147 9 0
191 2157 10.5 1.25
192 2165 7 -2.75
193 2174 9.5 1.75
194 2183 9 -0.25
195 2193 10.5 1.25
196 2203 10 -0.25
197 2215 13 2.5
198 2226 10.5 -1.75
199 2237 11 0.25
200 2246 8 -2.5
201 2254 7.5 -0.75
202 2262 8 0.25
203 2270 8 0
204 2279 9.5 1.25
205 2288 9 -0.25
206 2299 12 2.5
207 2309 9.5 -1.75
208 2319 10 0.25
209 2329 10 0
210 2338 8.5 -1.25
211 2347 9 0.25
212 2356 9 0
213 2365 9 0
214 2374 9 0
215 2383 9 0
216 2393 10.5 1.25
217 2402 8.5 -1.5
218 2412 10.5 1.5
219 2421 8.5 -1.5
220 2430 9 0.25
221 2439 9 0
222 2448 9 0
223 2457 9 0
224 2467 10.5 1.25
225 2477 10 -0.25
226 2486 8.5 -1.25
227 2496 10.5 1.5
228 2506 10 -0.25
229 2517 11.5 1.25
230 2527 9.5 -1.5
231 2538 11.5 1.5
232 2547 8 -2.75
233 2556 9 0.5
234 2564 7.5 -1.25
235 2573 9.5 1.5
236 2582 9 -0.25
237 2591 9 0
238 2601 10.5 1.25
239 2612 11.5 1
240 2621 8 -2.75
241 2630 9 0.5
242 2639 9 0
243 2649 10.5 1.25
244 2660 11.5 1
245 2669 8 -2.75
246 2679 10.5 1.75
247 2688 8.5 -1.5
248 2698 10.5 1.5
249 2708 10 -0.25
250 2719 11.5 1.25
251 2729 9.5 -1.5
252 2739 10 0.25
253 2749 10 0
254 2760 11.5 1.25
255 2770 9.5 -1.5
256 2780 10 0.25
257 2788 7 -2.5
258 2797 9.5 1.75
259 2804 6 -2.75
260 2812 8.5 1.75
261 2821 9.5 1
262 2831 10.5 1
263 2842 11.5 1
264 2852 9.5 -1.5
265 2852 -5 -12.25
266 2862 15 15
267 2872 10 -2.5
268 2882 10 0
269 2893 11.5 1.25
270 2904 11 -0.25
271 2916 12.5 1.25
272 2927 10.5 -1.5
273 2938 11 0.25
274 2948 9.5 -1.25
275 2957 8.5 -1
276 2966 9 0.25
277 2974 7.5 -1.25
278 2980 5 -2.25
279 2984 3 -2
280 2989 5.5 1.75
281 2998 11 4.75
282 3012 16.5 5.25
283 3027 15.5 0
284 3041 13.5 -1.5
285 3053 11 -2.25
286 3065 12 0.5
287 3075 9 -2.5
288 3085 10 0.5
289 3095 10 0
290 3106 11.5 1.25
291 3118 12.5 1
292 3128 9 -2.75
293 3139 11.5 1.75
294 3148 8 -2.75
295 3157 9 0.5
296 3166 9 0
297 3174 7.5 -1.25
298 3183 9.5 1.5
299 3193 10.5 1
300 3205 13 2.25
301 3216 10.5 -1.75
302 3227 11 0.25
303 3237 9.5 -1.25
304 3247 10 0.25
305 3257 10 0
306 3269 13 2.5
307 3282 13.5 0.75
308 3295 13 -0.25
309 3306 10 -2.5
310 3317 11 0.5
311 3327 9.5 -1.25
312 3337 10 0.25
313 3347 10 0
314 3358 11.5 1.25
315 3370 12.5 1
316 3381 10.5 -1.5
317 3392 11 0.25
318 3401 8 -2.5
319 3411 10.5 1.75
320 3421 10 -0.25
321 3433 13 2.5
322 3445 12 -0.5
323 3457 12 0
324 3471 15 2.5
325 3484 12.5 -1.75
326 3497 13 0.25
327 3507 8.5 -3.75
328 3517 10 0.75
329 3527 10 0
330 3539 13 2.5
331 3551 12 -0.5
332 3562 10.5 -1.25
333 3573 11 0.25
334 3583 9.5 -1.25
335 3594 11.5 1.5
336 3606 12.5 1
337 3619 13.5 1
338 3633 14.5 1
339 3645 11 -2.75
340 3656 10.5 -0.75
341 3667 11 0.25
342 3678 11 0
343 3690 12.5 1.25
344 3704 15 2.25
345 3718 14 -0.5
346 3732 14 0
347 3745 12.5 -1.25
348 3757 11.5 -1
349 3770 13.5 1.5
350 3784 14.5 1
351 3799 15.5 1
352 3814 15 -0.25
353 3830 16.5 1.25
354 3846 16 -0.25
355 3862 16 0
356 3877 14.5 -1.25
357 3892 15 0.25
358 3906 13.5 -1.25
359 3921 15.5 1.5
360 3938 18 2.25
361 3955 17 -0.5
362 3971 15.5 -1.25
363 3987 16 0.25
364 4002 14.5 -1.25
365 4016 13.5 -1
366 4030 14 0.25
367 4045 15.5 1.25
368 4061 16.5 1
369 4078 17.5 1
370 4094 15.5 -1.5
371 4111 17.5 1.5
372 4127 15.5 -1.5
373 4143 16 0.25
374 4158 14.5 -1.25
375 4173 15 0.25
376 4188 15 0
377 4202 13.5 -1.25
378 4202 -7 -17.25
379 4217 22.5 22.25
380 4231 13.5 -5
381 4246 15.5 1.5
382 4260 13.5 -1.5
383 4274 14 0.25
384 4288 14 0
385 4303 15.5 1.25
386 4318 15 -0.25
387 4333 15 0
388 4349 16.5 1.25
389 4363 13 -2.75
390 4377 14 0.5
391 4390 12.5 -1.25
392 4401 10 -2.25
393 4413 12.5 1.75
394 4426 13.5 1
395 4441 16 2.25
396 4455 13.5 -1.75
397 4469 14 0.25
398 4482 12.5 -1.25
399 4494 11.5 -1
400 4506 12 0.25
401 4519 13.5 1.25
402 4531 11.5 -1.5
403 4544 13.5 1.5
404 4557 13 -0.25
405 4570 13 0
406 4583 13 0
407 4597 14.5 1.25
408 4609 11 -2.75
409 4622 13.5 1.75
410 4635 13 -0.25
411 4647 11.5 -1.25
412 4660 13.5 1.5
413 4673 13 -0.25
414 4686 13 0
415 4700 14.5 1.25
416 4715 15.5 1
417 4730 15 -0.25
418 4745 15 0
419 4759 13.5 -1.25
420 4771 11 -2.25
421 4783 12 0.5
422 4794 10.5 -1.25
423 4806 12.5 1.5
424 4819 13.5 1
425 4832 13 -0.25
426 4846 14.5 1.25
427 4858 11 -2.75
428 4870 12 0.5
429 4881 10.5 -1.25
430 4894 14 2.75
431 4908 14.5 0.75
432 4924 17 2.25
433 4940 16 -0.5
434 4955 14.5 -1.25
435 4969 13.5 -1
436 4982 12.5 -1
437 4994 11.5 -1
438 5008 15 2.75
439 5023 15.5 0.75
440 5039 16.5 1
441 5056 17.5 1
442 5071 14 -2.75
443 5085 13.5 -0.75
444 5099 14 0.25
445 5114 15.5 1.25
446 5131 18 2.25
447 5150 20 2
448 5168 17.5 -1.75
449 5184 15 -2.25
450 5198 13 -2
451 5212 14 0.5
452 5226 14 0
453 5240 14 0
454 5254 14 0
455 5268 14 0
456 5281 12.5 -1.25
457 5294 13 0.25
458 5309 16 2.5
459 5324 15 -0.5
460 5339 15 0
461 5355 16.5 1.25
462 5372 17.5 1
463 5390 18.5 1
464 5409 19.5 1
465 5426 16 -2.75
466 5442 15.5 -0.75
467 5457 14.5 -1
468 5472 15 0.25
469 5486 13.5 -1.25
470 5500 14 0.25
471 5514 14 0
472 5528 14 0
473 5543 15.5 1.25
474 5560 18 2.25
475 5576 15.5 -1.75
476 5593 17.5 1.5
477 5608 14 -2.75
478 5623 15 0.5
479 5636 12 -2.5
480 5650 14.5 1.75
481 5663 12.5 -1.5
482 5678 16 2.75
483 5692 13.5 -1.75
484 5707 15.5 1.5
485 5723 16.5 1
486 5740 17.5 1
487 5757 17 -0.25
488 5774 17 0
489 5789 14 -2.5
490 5805 16.5 1.75
491 5821 16 -0.25
492 5821 -8 -20
493 5836 22.5 22.75
494 5852 16.5 -2.5
495 5867 14.5 -1.5
496 5882 15 0.25
497 5897 15 0
498 5911 13.5 -1.25
499 5924 12.5 -1
500 5937 13 0.25
501 5950 13 0
502 5966 17.5 3.75
503 5983 17.5 0.5
504 6002 20 2.25
505 6021 19 -0.5
506 6039 17.5 -1.25
507 6056 16.5 -1
508 6073 17 0.25
509 6090 17 0
510 6106 15.5 -1.25
511 6122 16 0.25
512 6137 14.5 -1.25
513 6153 16.5 1.5
514 6169 16 -0.25
515 6185 16 0
516 6201 16 0
517 6217 16 0
518 6233 16 0
519 6250 17.5 1.25
520 6268 18.5 1
521 6287 19.5 1
522 6304 16 -2.75
523 6320 15.5 -0.75
524 6335 14.5 -1
525 6350 15 0.25
526 6366 16.5 1.25
527 6383 17.5 1
528 6401 18.5 1
529 6421 21 2.25
530 6440 18.5 -1.75
531 6457 16 -2.25
532 6472 14 -2
533 6486 13.5 -0.75
534 6502 17 2.75
535 6518 16 -0.5
536 6533 14.5 -1.25
537 6541 4.5 -8.5
538 6552 12.5 5.5
539 6569 20 6.75
540 6596 32 11
541 6621 24 -5
542 6640 16 -7
543 6651 7 -8.5
544 6662 11 2
545 6677 17 5
546 6699 25.5 7.75
547 6723 25 0.75
548 6745 21 -3
549 6765 19 -2
550 6783 17 -2
551 6802 19.5 1.75
552 6819 16 -2.75
553 6837 18.5 1.75
554 6853 15 -2.75
555 6869 16 0.5
556 6884 14.5 -1.25
557 6900 16.5 1.5
558 6915 14.5 -1.5
559 6930 15 0.25
560 6945 15 0
561 6961 16.5 1.25
562 6980 20.5 3.5
563 7000 20.5 0.5
564 7021 21.5 1
565 7042 21 -0.25
566 7063 21 0
567 7083 19.5 -1.25
568 7102 18.5 -1
569 7118 14.5 -3.5
570 7134 16 0.75
571 7151 17.5 1.25
572 7169 18.5 1
573 7189 21 2.25
574 7208 18.5 -1.75
575 7227 19 0.25
576 7245 17.5 -1.25
577 7261 15 -2.25
578 7277 16 0.5
579 7293 16 0
580 7310 17.5 1.25
581 7328 18.5 1
582 7345 16.5 -1.5
583 7361 15.5 -1
584 7378 17.5 1.5
585 7396 18.5 1
586 7415 19.5 1
587 7434 19 -0.25
588 7452 17.5 -1.25
589 7471 19.5 1.5
590 7490 19 -0.25
591 7509 19 0
592 7527 17.5 -1.25
593 7544 16.5 -1
594 7561 17 0.25
595 7578 17 0
596 7595 17 0
597 7613 18.5 1.25
598 7631 18 -0.25
599 7650 19.5 1.25
