Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2] stim_f[Hz]
78 588 3 -0.25 0
79 591 3 0 0
80 595 4.5 1.25 0
81 598 2.5 -1.5 0
82 606 10.5 6.5 0
83 626 26 13.75 0
84 648 23 -0.5 0
85 666 16 -5.5 0
86 686 21 3.5 0
87 706 20 -0.5 0
88 726 20 0 0
89 748 23 2.5 0
90 770 22 -0.5 0
91 792 22 0 0
92 816 25 2.5 0
93 836 18 -5.5 0
94 858 23 3.5 0
95 878 19 -3 0
96 898 20 0.5 0
97 918 20 0 0
98 940 23 2.5 0
99 960 19 -3 0
100 982 23 3 0
101 1002 19 -3 0
102 1014 8 -9.5 0
103 1027 13.5 3.25 0
104 1039 11.5 -1.5 0
105 1052 13.5 1.5 0
106 1065 13 -0.25 0
107 1078 13 0 0
108 1090 11.5 -1.25 0
109 1103 13.5 1.5 0
110 1115 11.5 -1.5 0
111 1127 12 0.25 0
112 1138 10.5 -1.25 0
113 1150 12.5 1.5 0
114 1163 13.5 1 0
115 1177 14.5 1 0
116 1190 12.5 -1.5 0
117 1203 13 0.25 0
118 1214 10 -2.5 0
119 1225 11 0.5 0
120 1237 12.5 1.25 0
121 1249 12 -0.25 0
122 1263 15 2.5 0
123 1276 12.5 -1.75 0
124 1289 13 0.25 0
125 1301 11.5 -1.25 0
126 1314 13.5 1.5 0
127 1326 11.5 -1.5 0
128 1339 13.5 1.5 0
129 1351 11.5 -1.5 0
130 1364 13.5 1.5 0
131 1375 10 -2.75 0
132 1387 12.5 1.75 0
133 1398 10.5 -1.5 0
134 1410 12.5 1.5 0
135 1421 10.5 -1.5 0
136 1432 11 0.25 0
137 1444 12.5 1.25 0
138 1455 10.5 -1.5 0
139 1467 12.5 1.5 0
140 1478 10.5 -1.5 0
141 1489 11 0.25 0
142 1501 12.5 1.25 0
143 1512 10.5 -1.5 0
144 1523 11 0.25 0
145 1534 11 0 0
146 1545 11 0 0
147 1556 11 0 0
148 1566 9.5 -1.25 0
149 1576 10 0.25 0
150 1586 10 0 0
151 1595 8.5 -1.25 0
152 1605 10.5 1.5 0
153 1616 11.5 1 0
154 1627 11 -0.25 0
155 1637 9.5 -1.25 0
156 1646 8.5 -1 0
157 1654 7.5 -1 0
158 1662 8 0.25 0
159 1672 11 2.5 0
160 1682 10 -0.5 0
161 1692 10 0 0
162 1702 10 0 0
163 1711 8.5 -1.25 0
164 1720 9 0.25 0
165 1728 7.5 -1.25 0
166 1736 8 0.25 0
167 1745 9.5 1.25 0
168 1755 10.5 1 0
169 1764 8.5 -1.5 0
170 1772 7.5 -1 0
171 1772 -4 -9.75 0
172 1781 13.5 13.25 0
173 1789 7.5 -3.5 0
174 1797 8 0.25 0
175 1806 9.5 1.25 0
176 1815 9 -0.25 0
177 1823 7.5 -1.25 0
178 1832 9.5 1.5 0
179 1840 7.5 -1.5 0
180 1849 9.5 1.5 0
181 1857 7.5 -1.5 0
182 1864 6.5 -1 0
183 1872 8.5 1.5 0
184 1881 9.5 1 0
185 1889 7.5 -1.5 0
186 1898 9.5 1.5 0
187 1906 7.5 -1.5 0
188 1915 9.5 1.5 0
189 1923 7.5 -1.5 0
190 1931 8 0.25 0
191 1940 9.5 1.25 0
192 1948 7.5 -1.5 0
193 1955 6.5 -1 0
194 1963 8.5 1.5 0
195 1970 6.5 -1.5 0
196 1977 7 0.25 0
197 1985 8.5 1.25 0
198 1992 6.5 -1.5 0
199 1999 7 0.25 0
200 2008 10 2.5 0
201 2017 9 -0.5 0
202 2027 10.5 1.25 0
203 2037 10 -0.25 0
204 2047 10 0 0
205 2057 10 0 0
206 2066 8.5 -1.25 0
207 2076 10.5 1.5 0
208 2085 8.5 -1.5 0
209 2093 7.5 -1 0
210 2102 9.5 1.5 0
211 2110 7.5 -1.5 0
212 2119 9.5 1.5 0
213 2127 7.5 -1.5 0
214 2136 9.5 1.5 0
215 2145 9 -0.25 0
216 2155 10.5 1.25 0
217 2165 10 -0.25 0
218 2175 10 0 0
219 2185 10 0 0
220 2195 10 0 0
221 2203 7 -2.5 0
222 2212 9.5 1.75 0
223 2221 9 -0.25 0
224 2231 10.5 1.25 0
225 2240 8.5 -1.5 0
226 2250 10.5 1.5 0
227 2260 10 -0.25 0
228 2271 11.5 1.25 0
229 2281 9.5 -1.5 0
230 2291 10 0.25 0
231 2301 10 0 0
232 2310 8.5 -1.25 0
233 2320 10.5 1.5 0
234 2328 7 -2.75 0
235 2336 8 0.5 0
236 2344 8 0 0
237 2352 8 0 0
238 2360 8 0 0
239 2369 9.5 1.25 0
240 2379 10.5 1 0
241 2390 11.5 1 0
242 2400 9.5 -1.5 0
243 2411 11.5 1.5 0
244 2420 8 -2.75 0
245 2430 10.5 1.75 0
246 2438 7 -2.75 0
247 2447 9.5 1.75 0
248 2455 7.5 -1.5 0
249 2464 9.5 1.5 0
250 2473 9 -0.25 0
251 2482 9 0 0
252 2492 10.5 1.25 0
253 2502 10 -0.25 0
254 2512 10 0 0
255 2521 8.5 -1.25 0
256 2531 10.5 1.5 0
257 2540 8.5 -1.5 0
258 2549 9 0.25 0
259 2559 10.5 1.25 0
260 2570 11.5 1 0
261 2580 9.5 -1.5 0
262 2590 10 0.25 0
263 2598 7 -2.5 0
264 2607 9.5 1.75 0
265 2615 7.5 -1.5 0
266 2623 8 0.25 0
267 2632 9.5 1.25 0
268 2642 10.5 1 0
269 2651 8.5 -1.5 0
270 2661 10.5 1.5 0
271 2670 8.5 -1.5 0
272 2679 9 0.25 0
273 2688 9 0 0
274 2697 9 0 0
275 2703 4.5 -3.75 0
276 2708 4.5 -0.5 0
277 2716 9.5 4 0
278 2727 12.5 3 0
279 2739 12.5 0.5 0
280 2750 10.5 -1.5 0
281 2760 9.5 -1 0
282 2769 8.5 -1 0
283 2778 9 0.25 0
284 2778 -4.5 -11.25 0
285 2787 13.5 13.5 0
286 2796 9 -2.25 0
287 2804 7.5 -1.25 0
288 2813 9.5 1.5 0
289 2821 7.5 -1.5 0
290 2830 9.5 1.5 0
291 2838 7.5 -1.5 0
292 2847 9.5 1.5 0
293 2855 7.5 -1.5 0
294 2864 9.5 1.5 0
295 2873 9 -0.25 0
296 2882 9 0 0
297 2890 7.5 -1.25 0
298 2896 5 -2.25 0
299 2902 6 0.5 0
300 2911 10.5 3.75 540
301 2923 13.5 3 540.2
302 2936 13.5 0.5 540.4
303 2949 13 -0.25 540.6
304 2960 10 -2.5 540.8
305 2971 11 0.5 541
306 2983 12.5 1.25 541.2
307 2994 10.5 -1.5 541.4
308 3005 11 0.25 541.6
309 3015 9.5 -1.25 541.8
310 3024 8.5 -1 542
311 3032 7.5 -1 542.2
312 3040 8 0.25 542.4
313 3049 9.5 1.25 542.6
314 3058 9 -0.25 542.8
315 3067 9 0 543
316 3077 10.5 1.25 543.2
317 3088 11.5 1 543.4
318 3099 11 -0.25 543.6
319 3110 11 0 543.8
320 3120 9.5 -1.25 544
321 3129 8.5 -1 544.2
322 3135 4.5 -3.5 544.4
323 3140 4.5 -0.5 544.6
324 3147 8 2.75 544.8
325 3158 13 4.5 545
326 3167 8 -3.5 545.2
327 3175 7.5 -0.75 545.4
328 3178 0.5 -6 545.6
329 3182 4.5 2.5 545.8
330 3190 10 4.75 546
331 3204 17 6.5 546.2
332 3218 14 -1.5 546.4
333 3231 12.5 -1.25 546.6
334 3242 10 -2.25 546.8
335 3253 11 0.5 547
336 3263 9.5 -1.25 547.2
337 3274 11.5 1.5 547.4
338 3284 9.5 -1.5 547.6
339 3294 10 0.25 547.8
340 3303 8.5 -1.25 548
341 3313 10.5 1.5 548.2
342 3322 8.5 -1.5 548.4
343 3332 10.5 1.5 548.6
344 3342 10 -0.25 548.8
345 3352 10 0 549
346 3363 11.5 1.25 549.2
347 3373 9.5 -1.5 549.4
348 3384 11.5 1.5 549.6
349 3394 9.5 -1.5 549.8
350 3404 10 0.25 550
351 3415 11.5 1.25 550.2
352 3426 11 -0.25 550.4
353 3437 11 0 550.6
354 3447 9.5 -1.25 550.8
355 3458 11.5 1.5 551
356 3469 11 -0.25 551.2
357 3481 12.5 1.25 551.4
358 3495 15 2.25 551.6
359 3510 15.5 0.75 551.8
360 3525 15 -0.25 552
361 3539 13.5 -1.25 552.2
362 3552 12.5 -1 552.4
363 3564 11.5 -1 552.6
364 3577 13.5 1.5 552.8
365 3589 11.5 -1.5 553
366 3602 13.5 1.5 553.2
367 3615 13 -0.25 553.4
368 3629 14.5 1.25 553.6
369 3642 12.5 -1.5 553.8
370 3656 14.5 1.5 554
371 3670 14 -0.25 554.2
372 3685 15.5 1.25 554.4
373 3698 12 -2.75 554.6
374 3712 14.5 1.75 554.8
375 3725 12.5 -1.5 555
376 3739 14.5 1.5 555.2
377 3753 14 -0.25 555.4
378 3768 15.5 1.25 555.6
379 3783 15 -0.25 555.8
380 3798 15 0 556
381 3814 16.5 1.25 556.2
382 3828 13 -2.75 556.4
383 3841 12.5 -0.75 556.6
384 3854 13 0.25 556.8
385 3867 13 0 557
386 3881 14.5 1.25 557.2
387 3895 14 -0.25 557.4
388 3910 15.5 1.25 557.6
389 3925 15 -0.25 557.8
390 3938 12 -2.5 558
391 3951 13 0.5 558.2
392 3964 13 0 558.4
393 3977 13 0 558.6
394 3990 13 0 558.8
395 3990 -6.5 -16.25 559
396 4004 21 20.75 559.2
397 4017 12.5 -4.75 559.4
398 4030 13 0.25 559.6
399 4043 13 0 559.8
400 4056 13 0 560
401 4070 14.5 1.25 560.2
402 4084 14 -0.25 560.4
403 4098 14 0 560.6
404 4112 14 0 560.8
405 4125 12.5 -1.25 561
406 4139 14.5 1.5 561.2
407 4152 12.5 -1.5 561.4
408 4165 13 0.25 561.6
409 4178 13 0 561.8
410 4190 11.5 -1.25 562
411 4203 13.5 1.5 562.2
412 4216 13 -0.25 562.4
413 4229 13 0 562.6
414 4242 13 0 562.8
415 4255 13 0 563
416 4267 11.5 -1.25 563.2
417 4280 13.5 1.5 563.4
418 4293 13 -0.25 563.6
419 4306 13 0 563.8
420 4319 13 0 564
421 4332 13 0 564.2
422 4345 13 0 564.4
423 4358 13 0 564.6
424 4371 13 0 564.8
425 4382 10 -2.5 565
426 4394 12.5 1.75 565.2
427 4407 13.5 1 565.4
428 4420 13 -0.25 565.6
429 4434 14.5 1.25 565.8
430 4447 12.5 -1.5 566
431 4459 11.5 -1 566.2
432 4472 13.5 1.5 566.4
433 4483 10 -2.75 566.6
434 4495 12.5 1.75 566.8
435 4506 10.5 -1.5 567
436 4519 14 2.75 567.2
437 4532 13 -0.5 567.4
438 4547 16 2.5 567.6
439 4561 13.5 -1.75 567.8
440 4575 14 0.25 568
441 4588 12.5 -1.25 568.2
442 4600 11.5 -1 568.4
443 4612 12 0.25 568.6
444 4624 12 0 568.8
445 4637 13.5 1.25 569
446 4651 14.5 1 569.2
447 4663 11 -2.75 569.4
448 4676 13.5 1.75 569.6
449 4689 13 -0.25 569.8
450 4703 14.5 1.25 570
451 4716 12.5 -1.5 570.2
452 4729 13 0.25 570.4
453 4742 13 0 570.6
454 4755 13 0 570.8
455 4768 13 0 571
456 4782 14.5 1.25 571.2
457 4796 14 -0.25 571.4
458 4811 15.5 1.25 571.6
459 4825 13.5 -1.5 571.8
460 4839 14 0.25 572
461 4853 14 0 572.2
462 4868 15.5 1.25 572.4
463 4883 15 -0.25 572.6
464 4898 15 0 572.8
465 4912 13.5 -1.25 573
466 4924 11 -2.25 573.2
467 4936 12 0.5 573.4
468 4948 12 0 573.6
469 4960 12 0 573.8
470 4974 15 2.5 574
471 4989 15.5 0.75 574.2
472 5003 13.5 -1.5 574.4
473 5017 14 0.25 574.6
474 5031 14 0 574.8
475 5044 12.5 -1.25 575
476 5059 16 2.75 575.2
477 5076 18 2 575.4
478 5092 15.5 -1.75 575.6
479 5108 16 0.25 575.8
480 5124 16 0 576
481 5140 16 0 576.2
482 5157 17.5 1.25 576.4
483 5175 18.5 1 576.6
484 5192 16.5 -1.5 576.8
485 5208 15.5 -1 577
486 5224 16 0.25 577.2
487 5241 17.5 1.25 577.4
488 5259 18.5 1 577.6
489 5276 16.5 -1.5 577.8
490 5294 18.5 1.5 578
491 5310 15 -2.75 578.2
492 5327 17.5 1.75 578.4
493 5343 15.5 -1.5 578.6
494 5359 16 0.25 578.8
495 5376 17.5 1.25 579
496 5394 18.5 1 579.2
497 5410 15 -2.75 579.4
498 5426 16 0.5 579.6
499 5440 13 -2.5 579.8
500 5453 12.5 -0.75 580
501 5467 14.5 1.5 580.2
502 5482 15.5 1 580.4
503 5499 18 2.25 580.6
504 5516 17 -0.5 580.8
505 5534 18.5 1.25 581
506 5534 -9 -22.75 581.2
507 5552 27 27 581.4
508 5569 16.5 -5.75 581.6
509 5586 17 0.25 581.8
510 5604 18.5 1.25 582
511 5622 18 -0.25 582.2
512 5641 19.5 1.25 582.4
513 5659 17.5 -1.5 582.6
514 5677 18 0.25 582.8
515 5693 15 -2.5 583
516 5710 17.5 1.75 583.2
517 5728 18.5 1 583.4
518 5746 18 -0.25 583.6
519 5765 19.5 1.25 583.8
520 5782 16 -2.75 584
521 5799 17 0.5 584.2
522 5814 14 -2.5 584.4
523 5830 16.5 1.75 584.6
524 5844 13 -2.75 584.8
525 5859 15.5 1.75 585
526 5875 16.5 1 585.2
527 5891 16 -0.25 585.4
528 5908 17.5 1.25 585.6
529 5926 18.5 1 585.8
530 5944 18 -0.25 586
531 5964 21 2.5 586.2
532 5983 18.5 -1.75 586.4
533 6001 17.5 -1 586.6
534 6018 16.5 -1 586.8
535 6035 17 0.25 587
536 6054 20 2.5 587.2
537 6074 20.5 0.75 587.4
538 6094 20 -0.25 587.6
539 6113 18.5 -1.25 587.8
540 6132 19 0.25 588
541 6150 17.5 -1.25 588.2
542 6169 19.5 1.5 588.4
543 6189 20.5 1 588.6
544 6207 17 -2.75 588.8
545 6226 19.5 1.75 589
546 6246 20.5 1 589.2
547 6266 20 -0.25 589.4
548 6286 20 0 589.6
549 6306 20 0 589.8
550 6325 18.5 -1.25 590
551 6344 19 0.25 590.2
552 6363 19 0 590.4
553 6383 20.5 1.25 590.6
554 6403 20 -0.25 590.8
555 6424 21.5 1.25 591
556 6444 19.5 -1.5 591.2
557 6463 18.5 -1 591.4
558 6481 17.5 -1 591.6
559 6500 19.5 1.5 591.8
560 6521 22 2.25 592
561 6544 24 2 592.2
562 6566 21.5 -1.75 592.4
563 6588 22 0.25 592.6
564 6609 20.5 -1.25 592.8
565 6630 21 0.25 593
566 6652 22.5 1.25 593.2
567 6673 20.5 -1.5 593.4
568 6695 22.5 1.5 593.6
569 6715 19 -2.75 593.8
570 6736 21.5 1.75 594
571 6757 21 -0.25 594.2
572 6780 24 2.5 594.4
573 6803 23 -0.5 594.6
574 6825 21.5 -1.25 594.8
575 6845 19 -2.25 595
576 6864 18.5 -0.75 595.2
577 6882 17.5 -1 595.4
578 6900 18 0.25 595.6
579 6919 19.5 1.25 595.8
580 6940 22 2.25 596
581 6962 22.5 0.75 596.2
582 6983 20.5 -1.5 596.4
583 7004 21 0.25 596.6
584 7022 16.5 -3.75 596.8
585 7036 12 -4.25 597
586 7045 6.5 -5.25 597.2
587 7059 16.5 7.5 597.4
588 7082 27.5 10 597.6
589 7119 44 15.25 597.8
590 7154 34 -6 598
591 7183 26 -7 598.2
592 7206 20 -6 598.4
593 7228 21.5 0.25 598.6
594 7250 22 0.25 598.8
595 7271 20.5 -1.25 599
596 7292 21 0.25 599.2
597 7312 19.5 -1.25 599.4
598 7332 20 0.25 599.6
599 7354 23 2.5 599.8
600 7378 25 2 600
