Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2]
0 575 nan nan
1 575 nan nan
2 575 0 0
3 575 0 0
4 575 0 0
5 576 1.5 1.25
6 576 -0.5 -1.5
7 576 0 0.25
8 576 0 0
9 576 0 0
10 576 0 0
11 577 1.5 1.25
12 577 -0.5 -1.5
13 577 0 0.25
14 577 0 0
15 577 0 0
16 578 1.5 1.25
17 578 -0.5 -1.5
18 578 0 0.25
19 578 0 0
20 579 1.5 1.25
21 579 -0.5 -1.5
22 579 0 0.25
23 580 1.5 1.25
24 580 -0.5 -1.5
25 580 0 0.25
26 581 1.5 1.25
27 581 -0.5 -1.5
28 581 0 0.25
29 582 1.5 1.25
30 582 -0.5 -1.5
31 582 0 0.25
32 583 1.5 1.25
33 583 -0.5 -1.5
34 584 1.5 1.5
35 584 -0.5 -1.5
36 584 0 0.25
37 585 1.5 1.25
38 585 -0.5 -1.5
39 586 1.5 1.5
40 586 -0.5 -1.5
41 586 0 0.25
42 587 1.5 1.25
43 587 -0.5 -1.5
44 588 1.5 1.5
45 589 1 -0.25
46 589 -0.5 -1.25
47 590 1.5 1.5
48 590 -0.5 -1.5
49 591 1.5 1.5
50 592 1 -0.25
51 592 -0.5 -1.25
52 593 1.5 1.5
53 593 -0.5 -1.5
54 594 1.5 1.5
55 595 1 -0.25
56 595 -0.5 -1.25
57 596 1.5 1.5
58 596 -0.5 -1.5
59 597 1.5 1.5
60 598 1 -0.25
61 598 -0.5 -1.25
62 599 1.5 1.5
63 599 -0.5 -1.5
64 600 1.5 1.5
65 600 -0.5 -1.5
66 602 3 2.75
67 606 5 2
68 610 4 -0.5
69 614 4 0
70 616 1 -2.5
71 620 5 3
72 622 1 -3
73 626 5 3
74 628 1 -3
75 632 5 3
76 632 -2 -5.5
77 634 3 3.5
78 636 2 -0.5
79 640 5 2.5
80 642 1 -3
81 644 2 0.5
82 646 2 0
83 650 5 2.5
84 652 1 -3
85 656 5 3
86 660 4 -0.5
87 662 1 -2.5
88 666 5 3
89 668 1 -3
90 670 2 0.5
91 674 5 2.5
92 676 1 -3
93 678 2 0.5
94 680 2 0
95 684 5 2.5
96 686 1 -3
97 688 2 0.5
98 690 2 0
99 692 2 0
100 694 2 0
101 696 2 0
102 698 2 0
103 700 2 0
104 700 -1 -2.5
105 702 3 3
106 704 2 -0.5
107 706 2 0
108 706 -1 -2.5
109 708 3 3
110 710 2 -0.5
111 712 2 0
112 714 2 0
113 716 2 0
114 718 2 0
115 720 2 0
116 722 2 0
117 724 2 0
118 724 -1 -2.5
119 726 3 3
120 728 2 -0.5
121 730 2 0
122 732 2 0
123 732 -1 -2.5
124 734 3 3
125 736 2 -0.5
126 738 2 0
127 740 2 0
128 742 2 0
129 744 2 0
130 746 2 0
131 748 2 0
132 750 2 0
133 750 -1 -2.5
134 752 3 3
135 754 2 -0.5
136 754 -1 -2.5
137 756 3 3
138 756 -1 -3
139 758 3 3
140 758 -1 -3
141 760 3 3
142 760 -1 -3
143 762 3 3
144 762 -1 -3
145 764 3 3
146 764 -1 -3
147 766 3 3
148 766 -1 -3
149 768 3 3
150 768 -1 -3
151 768 0 0.5
152 770 3 2.5
153 770 -1 -3
154 772 3 3
155 772 -1 -3
156 772 0 0.5
157 774 3 2.5
158 774 -1 -3
159 776 3 3
160 776 -1 -3
161 778 3 3
162 778 -1 -3
163 780 3 3
164 780 -1 -3
165 782 3 3
166 782 -1 -3
167 784 3 3
168 784 -1 -3
169 784 0 0.5
170 786 3 2.5
171 786 -1 -3
172 786 0 0.5
173 786 0 0
174 788 3 2.5
175 788 -1 -3
176 788 0 0.5
177 790 3 2.5
178 790 -1 -3
179 790 0 0.5
180 792 3 2.5
181 792 -1 -3
182 794 3 3
183 794 -1 -3
184 796 3 3
185 796 -1 -3
186 798 3 3
187 798 -1 -3
188 800 3 3
189 800 -1 -3
190 800 0 0.5
191 800 0 0
192 802 3 2.5
193 802 -1 -3
194 802 0 0.5
195 802 0 0
196 802 0 0
197 802 0 0
198 804 3 2.5
199 804 -1 -3
200 804 0 0.5
201 804 0 0
202 806 3 2.5
203 806 -1 -3
204 808 3 3
205 808 -1 -3
206 808 0 0.5
207 810 3 2.5
208 810 -1 -3
209 812 3 3
210 812 -1 -3
211 814 3 3
212 814 -1 -3
213 816 3 3
214 816 -1 -3
215 818 3 3
216 818 -1 -3
217 820 3 3
218 820 -1 -3
219 822 3 3
220 822 -1 -3
221 824 3 3
222 824 -1 -3
223 826 3 3
224 826 -1 -3
225 826 0 0.5
226 828 3 2.5
227 828 -1 -3
228 830 3 3
229 830 -1 -3
230 830 0 0.5
231 832 3 2.5
232 832 -1 -3
233 832 0 0.5
234 834 3 2.5
235 834 -1 -3
236 834 0 0.5
237 834 0 0
238 834 0 0
239 836 3 2.5
240 836 -1 -3
241 836 0 0.5
242 838 3 2.5
243 838 -1 -3
244 838 0 0.5
245 838 0 0
246 840 3 2.5
247 840 -1 -3
248 814 -39 -32
249 790 -23 9
250 766 -24 -0.5
251 766 12 30
252 768 3 -3.5
253 768 -1 -3
254 770 3 3
255 770 -1 -3
256 772 3 3
257 774 2 -0.5
258 774 -1 -2.5
259 776 3 3
260 776 -1 -3
261 778 3 3
262 778 -1 -3
263 780 3 3
264 782 2 -0.5
265 782 -1 -2.5
266 784 3 3
267 784 -1 -3
268 786 3 3
269 788 2 -0.5
270 788 -1 -2.5
271 790 3 3
272 790 -1 -3
273 792 3 3
274 792 -1 -3
275 794 3 3
276 794 -1 -3
277 796 3 3
278 796 -1 -3
279 798 3 3
280 798 -1 -3
281 800 3 3
282 800 -1 -3
283 802 3 3
284 802 -1 -3
285 802 0 0.5
286 802 0 0
287 804 3 2.5
288 804 -1 -3
289 804 0 0.5
