Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2]
0 1033 nan nan
1 1049 nan nan
2 1063 13 -2
3 1077 14 0.5
4 1090 12.5 -1.25
5 1102 11.5 -1
6 1114 12 0.25
7 1125 10.5 -1.25
8 1136 11 0.25
9 1146 9.5 -1.25
10 1155 8.5 -1
11 1163 7.5 -1
12 1170 6.5 -1
13 1176 5.5 -1
14 1181 4.5 -1
15 1187 6.5 1.5
16 1193 6 -0.25
17 1199 6 0
18 1205 6 0
19 1211 6 0
20 1217 6 0
21 1224 7.5 1.25
22 1230 5.5 -1.5
23 1237 7.5 1.5
24 1244 7 -0.25
25 1251 7 0
26 1257 5.5 -1.25
27 1264 7.5 1.5
28 1270 5.5 -1.5
29 1274 3 -2.25
30 1278 4 0.5
31 1283 5.5 1.25
32 1290 8 2.25
33 1296 5.5 -1.75
34 1300 3 -2.25
35 1302 1 -2
36 1303 0.5 -0.75
37 1306 4 2.75
38 1312 7.5 3.25
39 1321 10.5 3
40 1329 7.5 -2
41 1336 6.5 -1
42 1341 4 -2.25
43 1345 3.5 -0.75
44 1348 2.5 -1
45 1349 0 -2.25
46 1349 -0.5 -0.75
47 1350 1.5 1.5
48 1351 1 -0.25
49 1352 1 0
50 1353 1 0
51 1354 1 0
52 1355 1 0
53 1357 2.5 1.25
54 1359 2 -0.25
55 1360 0.5 -1.25
56 1362 2.5 1.5
57 1364 2 -0.25
58 1366 2 0
59 1368 2 0
60 1370 2 0
61 1372 2 0
62 1373 0.5 -1.25
63 1375 2.5 1.5
64 1377 2 -0.25
65 1380 3.5 1.25
66 1382 1.5 -1.5
67 1384 2 0.25
68 1387 3.5 1.25
69 1389 1.5 -1.5
70 1391 2 0.25
71 1394 3.5 1.25
72 1396 1.5 -1.5
73 1398 2 0.25
74 1400 2 0
75 1402 2 0
76 1404 2 0
77 1406 2 0
78 1408 2 0
79 1411 3.5 1.25
80 1413 1.5 -1.5
81 1415 2 0.25
82 1415 -1 -2.5
83 1417 3 3
84 1419 2 -0.5
85 1421 2 0
86 1423 2 0
87 1425 2 0
88 1428 3.5 1.25
89 1430 1.5 -1.5
90 1433 3.5 1.5
91 1435 1.5 -1.5
92 1438 3.5 1.5
93 1440 1.5 -1.5
94 1443 3.5 1.5
95 1445 1.5 -1.5
96 1448 3.5 1.5
97 1450 1.5 -1.5
98 1453 3.5 1.5
99 1455 1.5 -1.5
100 1457 2 0.25
101 1459 2 0
102 1461 2 0
103 1463 2 0
104 1465 2 0
105 1467 2 0
106 1469 2 0
107 1472 3.5 1.25
108 1474 1.5 -1.5
109 1476 2 0.25
110 1478 2 0
111 1480 2 0
112 1483 3.5 1.25
113 1485 1.5 -1.5
114 1487 2 0.25
115 1489 2 0
116 1491 2 0
117 1492 0.5 -1.25
118 1494 2.5 1.5
119 1496 2 -0.25
120 1498 2 0
121 1500 2 0
122 1502 2 0
123 1504 2 0
124 1506 2 0
125 1507 0.5 -1.25
126 1509 2.5 1.5
127 1511 2 -0.25
128 1513 2 0
129 1515 2 0
130 1518 3.5 1.25
131 1520 1.5 -1.5
132 1522 2 0.25
133 1524 2 0
134 1526 2 0
135 1528 2 0
136 1530 2 0
137 1531 0.5 -1.25
138 1533 2.5 1.5
139 1535 2 -0.25
140 1537 2 0
141 1539 2 0
142 1541 2 0
143 1543 2 0
144 1545 2 0
145 1547 2 0
146 1549 2 0
147 1550 0.5 -1.25
148 1552 2.5 1.5
149 1554 2 -0.25
150 1555 0.5 -1.25
151 1557 2.5 1.5
152 1559 2 -0.25
153 1560 0.5 -1.25
154 1562 2.5 1.5
155 1563 0.5 -1.5
156 1565 2.5 1.5
157 1566 0.5 -1.5
158 1568 2.5 1.5
159 1569 0.5 -1.5
160 1571 2.5 1.5
161 1572 0.5 -1.5
162 1574 2.5 1.5
163 1576 2 -0.25
164 1578 2 0
165 1580 2 0
166 1582 2 0
167 1583 0.5 -1.25
168 1585 2.5 1.5
169 1587 2 -0.25
170 1589 2 0
171 1590 0.5 -1.25
172 1592 2.5 1.5
173 1594 2 -0.25
174 1595 0.5 -1.25
175 1597 2.5 1.5
176 1598 0.5 -1.5
177 1600 2.5 1.5
178 1601 0.5 -1.5
179 1603 2.5 1.5
180 1604 0.5 -1.5
181 1605 1 0.25
182 1607 2.5 1.25
183 1608 0.5 -1.5
184 1609 1 0.25
185 1611 2.5 1.25
186 1613 2 -0.25
187 1615 2 0
188 1617 2 0
189 1619 2 0
190 1620 0.5 -1.25
191 1622 2.5 1.5
192 1624 2 -0.25
193 1625 0.5 -1.25
194 1625 -0.5 -1
195 1627 3 2.75
196 1629 2 -0.5
197 1630 0.5 -1.25
198 1632 2.5 1.5
199 1633 0.5 -1.5
200 1635 2.5 1.5
201 1636 0.5 -1.5
202 1637 1 0.25
203 1639 2.5 1.25
204 1640 0.5 -1.5
205 1642 2.5 1.5
206 1643 0.5 -1.5
207 1644 1 0.25
208 1646 2.5 1.25
209 1647 0.5 -1.5
210 1648 1 0.25
211 1649 1 0
212 1651 2.5 1.25
213 1652 0.5 -1.5
214 1653 1 0.25
215 1654 1 0
216 1656 2.5 1.25
217 1657 0.5 -1.5
218 1658 1 0.25
219 1660 2.5 1.25
220 1661 0.5 -1.5
221 1663 2.5 1.5
222 1664 0.5 -1.5
223 1666 2.5 1.5
224 1667 0.5 -1.5
225 1669 2.5 1.5
226 1670 0.5 -1.5
227 1672 2.5 1.5
228 1674 2 -0.25
229 1675 0.5 -1.25
230 1677 2.5 1.5
231 1679 2 -0.25
232 1681 2 0
233 1682 0.5 -1.25
234 1684 2.5 1.5
235 1685 0.5 -1.5
236 1687 2.5 1.5
237 1688 0.5 -1.5
238 1689 1 0.25
239 1691 2.5 1.25
240 1692 0.5 -1.5
241 1694 2.5 1.5
242 1695 0.5 -1.5
243 1697 2.5 1.5
244 1698 0.5 -1.5
245 1700 2.5 1.5
246 1701 0.5 -1.5
247 1703 2.5 1.5
248 1704 0.5 -1.5
249 1706 2.5 1.5
250 1707 0.5 -1.5
251 1709 2.5 1.5
252 1710 0.5 -1.5
253 1712 2.5 1.5
254 1713 0.5 -1.5
255 1714 1 0.25
256 1715 1 0
