Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2]
0 980 nan nan
1 994 nan nan
2 1003 6.5 -5
3 1009 4.5 -2.5
4 1014 4.5 -0.5
5 1018 3.5 -1
6 1021 2.5 -1
7 1025 4.5 1.5
8 1032 8.5 3.5
9 1038 5.5 -2
10 1043 4.5 -1
11 1047 3.5 -1
12 1051 4 0.25
13 1057 7 2.5
14 1062 4.5 -1.75
15 1065 2 -2.25
16 1066 0 -2
17 1066 -0.5 -0.75
18 1067 1.5 1.5
19 1068 1 -0.25
20 1069 1 0
21 1070 1 0
22 1071 1 0
23 1072 1 0
24 1074 2.5 1.25
25 1075 0.5 -1.5
26 1077 2.5 1.5
27 1078 0.5 -1.5
28 1080 2.5 1.5
29 1082 2 -0.25
30 1083 0.5 -1.25
31 1085 2.5 1.5
32 1087 2 -0.25
33 1089 2 0
34 1091 2 0
35 1093 2 0
36 1095 2 0
37 1097 2 0
38 1098 0.5 -1.25
39 1100 2.5 1.5
40 1102 2 -0.25
41 1104 2 0
42 1106 2 0
43 1108 2 0
44 1110 2 0
45 1112 2 0
46 1114 2 0
47 1116 2 0
48 1119 3.5 1.25
49 1121 1.5 -1.5
50 1123 2 0.25
51 1125 2 0
52 1127 2 0
53 1129 2 0
54 1131 2 0
55 1133 2 0
56 1135 2 0
57 1137 2 0
58 1139 2 0
59 1141 2 0
60 1143 2 0
61 1145 2 0
62 1147 2 0
63 1149 2 0
64 1151 2 0
65 1153 2 0
66 1155 2 0
67 1157 2 0
68 1158 0.5 -1.25
69 1160 2.5 1.5
70 1162 2 -0.25
71 1164 2 0
72 1165 0.5 -1.25
73 1167 2.5 1.5
74 1169 2 -0.25
75 1171 2 0
76 1172 0.5 -1.25
77 1174 2.5 1.5
78 1175 0.5 -1.5
79 1177 2.5 1.5
80 1178 0.5 -1.5
81 1179 1 0.25
82 1181 2.5 1.25
83 1182 0.5 -1.5
84 1183 1 0.25
85 1185 2.5 1.25
86 1186 0.5 -1.5
87 1188 2.5 1.5
88 1189 0.5 -1.5
89 1191 2.5 1.5
90 1192 0.5 -1.5
91 1193 1 0.25
92 1194 1 0
93 1195 1 0
94 1196 1 0
95 1198 2.5 1.25
96 1199 0.5 -1.5
97 1199 -0.5 -1
98 1200 1.5 1.5
99 1202 2.5 1
100 1203 0.5 -1.5
101 1204 1 0.25
102 1205 1 0
103 1206 1 0
104 1207 1 0
105 1208 1 0
106 1209 1 0
107 1210 1 0
108 1211 1 0
109 1212 1 0
110 1212 -0.5 -1.25
111 1213 1.5 1.5
112 1214 1 -0.25
113 1215 1 0
114 1216 1 0
115 1217 1 0
116 1218 1 0
117 1219 1 0
118 1219 -0.5 -1.25
119 1220 1.5 1.5
120 1221 1 -0.25
121 1222 1 0
122 1223 1 0
123 1224 1 0
124 1225 1 0
