Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2] stim_f[Hz]
0 409 nan nan 0
1 410 nan nan 0
2 411 1 0 0
3 412 1 0 0
4 413 1 0 0
5 414 1 0 0
6 416 2.5 1.25 0
7 417 0.5 -1.5 0
8 418 1 0.25 0
9 420 2.5 1.25 0
10 421 0.5 -1.5 0
11 423 2.5 1.5 0
12 424 0.5 -1.5 0
13 426 2.5 1.5 0
14 428 2 -0.25 0
15 430 2 0 0
16 431 0.5 -1.25 0
17 433 2.5 1.5 0
18 435 2 -0.25 0
19 437 2 0 0
20 439 2 0 0
21 441 2 0 0
22 443 2 0 0
23 445 2 0 0
24 447 2 0 0
25 449 2 0 0
26 451 2 0 0
27 453 2 0 0
28 459 8 5 0
29 470 13.5 5.25 0
30 486 18.5 5 0
31 496 7 -8.75 0
32 501 2.5 -4.75 0
33 501 -2.5 -5 0
34 501 0 1.25 0
35 502 1.5 1.25 0
36 503 1 -0.25 0
37 505 2.5 1.25 0
38 507 2 -0.25 0
39 509 2 0 0
40 510 0.5 -1.25 0
41 511 1 0.25 0
42 512 1 0 0
43 515 4 2.5 0
44 517 1.5 -1.75 0
45 518 0.5 -1 0
46 518 -0.5 -1 0
47 519 1.5 1.5 0
48 520 1 -0.25 0
49 522 2.5 1.25 0
50 524 2 -0.25 0
51 525 0.5 -1.25 0
52 526 1 0.25 0
53 526 -0.5 -1.25 0
54 528 3 2.75 0
55 529 0.5 -1.75 0
56 531 2.5 1.5 0
57 532 0.5 -1.5 0
58 534 2.5 1.5 0
59 536 2 -0.25 0
60 538 2 0 0
61 539 0.5 -1.25 0
62 541 2.5 1.5 0
63 542 0.5 -1.5 0
64 544 2.5 1.5 0
65 545 0.5 -1.5 0
66 546 1 0.25 0
67 547 1 0 0
68 548 1 0 0
69 549 1 0 0
70 551 2.5 1.25 0
71 553 2 -0.25 0
72 554 0.5 -1.25 0
73 555 1 0.25 0
74 556 1 0 0
75 558 2.5 1.25 0
76 560 2 -0.25 0
77 562 2 0 0
78 564 2 0 0
79 565 0.5 -1.25 0
80 567 2.5 1.5 0
81 569 2 -0.25 0
82 570 0.5 -1.25 0
83 572 2.5 1.5 0
84 573 0.5 -1.5 0
85 574 1 0.25 0
86 575 1 0 0
87 577 2.5 1.25 0
88 579 2 -0.25 0
89 581 2 0 0
90 583 2 0 0
91 584 0.5 -1.25 0
92 584 -0.5 -1 0
93 583 -1.5 -1 0
94 581 -2.5 -1 0
95 583 4 5.25 0
96 584 0.5 -2.25 0
97 586 2.5 1.5 0
98 589 3.5 1 0
99 591 1.5 -1.5 0
100 593 2 0.25 0
101 594 0.5 -1.25 0
102 596 2.5 1.5 0
103 598 2 -0.25 0
104 600 2 0 0
105 608 11 7.5 0
106 618 11 1 0
107 628 10 -0.5 0
108 636 7 -2.5 0
109 646 11 3 0
110 656 10 -0.5 0
111 668 13 2.5 0
112 678 9 -3 0
113 690 13 3 0
114 700 9 -3 0
115 712 13 3 0
116 724 12 -0.5 0
117 734 9 -2.5 0
118 746 13 3 0
119 756 9 -3 0
120 766 10 0.5 0
121 778 13 2.5 0
122 790 12 -0.5 0
123 802 12 0 0
124 812 9 -2.5 0
125 824 13 3 0
126 836 12 -0.5 0
127 848 12 0 0
128 858 9 -2.5 0
129 870 13 3 0
130 880 9 -3 0
131 892 13 3 0
132 902 9 -3 0
133 914 13 3 0
134 926 12 -0.5 0
135 940 15 2.5 0
136 954 14 -0.5 0
137 968 14 0 0
