Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2]
172 599 -0.5 -1.25
173 600 1.5 1.5
174 600 -0.5 -1.5
175 604 6 5.25
176 608 4 -1
177 612 4 0
178 616 4 0
179 620 4 0
180 624 4 0
181 628 4 0
182 632 4 0
183 636 4 0
184 640 4 0
185 644 4 0
186 648 4 0
187 652 4 0
188 654 1 -2.5
189 658 5 3
190 662 4 -0.5
191 666 4 0
192 670 4 0
193 674 4 0
194 678 4 0
195 682 4 0
196 684 1 -2.5
197 688 5 3
198 692 4 -0.5
199 696 4 0
200 700 4 0
201 704 4 0
202 708 4 0
203 712 4 0
204 716 4 0
205 720 4 0
206 722 1 -2.5
207 726 5 3
208 730 4 -0.5
209 734 4 0
210 738 4 0
211 742 4 0
212 746 4 0
213 750 4 0
214 754 4 0
215 760 7 2.5
216 764 3 -3
217 768 4 0.5
218 772 4 0
219 776 4 0
220 780 4 0
221 786 7 2.5
222 790 3 -3
223 794 4 0.5
224 798 4 0
225 802 4 0
226 806 4 0
227 790 -26 -25
228 776 -13 7.5
229 762 -14 -0.5
230 766 13 22.5
231 770 4 -4.5
232 776 7 2.5
233 780 3 -3
234 786 7 3
235 790 3 -3
236 794 4 0.5
237 798 4 0
238 802 4 0
239 806 4 0
240 810 4 0
241 814 4 0
242 818 4 0
243 822 4 0
244 826 4 0
245 832 7 2.5
246 836 3 -3
247 840 4 0.5
248 844 4 0
249 848 4 0
250 852 4 0
251 858 7 2.5
252 862 3 -3
253 866 4 0.5
254 870 4 0
255 874 4 0
256 880 7 2.5
257 884 3 -3
258 888 4 0.5
259 892 4 0
260 896 4 0
261 900 4 0
262 904 4 0
263 910 7 2.5
264 914 3 -3
265 918 4 0.5
266 922 4 0
267 928 7 2.5
268 932 3 -3
269 938 7 3
270 942 3 -3
271 948 7 3
272 952 3 -3
273 958 7 3
274 962 3 -3
275 966 4 0.5
276 972 7 2.5
277 978 6 -0.5
278 982 3 -2.5
279 988 7 3
280 992 3 -3
281 998 7 3
282 1001 1.5 -4.25
283 1003 1.5 -0.5
284 1003 -1 -2.25
285 1006 4.5 4.25
286 1008 1.5 -2
287 1011 3.5 1.5
288 1013 1.5 -1.5
289 1016 3.5 1.5
290 1018 1.5 -1.5
291 1021 3.5 1.5
292 1024 3 -0.25
293 1026 1.5 -1.25
294 1029 3.5 1.5
295 1038 12 7.25
296 1053 18 6
297 1074 24 6
298 1091 15 -6.5
299 1102 8 -6.5
300 1108 3.5 -4.75
301 1113 4.5 0
302 1118 5 0.25
303 1124 6.5 1.25
304 1131 7.5 1
305 1138 7 -0.25
306 1146 8.5 1.25
307 1154 8 -0.25
308 1163 9.5 1.25
309 1172 9 -0.25
310 1182 10.5 1.25
311 1193 11.5 1
312 1205 12.5 1
313 1217 12 -0.25
314 1229 12 0
315 1241 12 0
316 1253 12 0
317 1266 13.5 1.25
318 1280 14.5 1
319 1294 14 -0.25
320 1308 14 0
321 1322 14 0
322 1336 14 0
323 1349 12.5 -1.25
324 1362 13 0.25
325 1376 14.5 1.25
326 1390 14 -0.25
327 1405 15.5 1.25
328 1420 15 -0.25
329 1433 12 -2.5
330 1447 14.5 1.75
331 1460 12.5 -1.5
332 1473 13 0.25
333 1487 14.5 1.25
334 1501 14 -0.25
335 1515 14 0
336 1528 12.5 -1.25
337 1542 14.5 1.5
338 1556 14 -0.25
339 1570 14 0
340 1584 14 0
341 1597 12.5 -1.25
342 1611 14.5 1.5
343 1623 11 -2.75
344 1636 13.5 1.75
345 1649 13 -0.25
346 1662 13 0
347 1674 11.5 -1.25
348 1686 12 0.25
349 1696 9 -2.5
350 1707 11.5 1.75
351 1717 9.5 -1.5
352 1728 11.5 1.5
353 1739 11 -0.25
354 1751 12.5 1.25
355 1763 12 -0.25
356 1775 12 0
357 1787 12 0
358 1798 10.5 -1.25
359 1810 12.5 1.5
360 1820 9 -2.75
361 1831 11.5 1.75
362 1841 9.5 -1.5
363 1851 10 0.25
364 1862 11.5 1.25
365 1871 8 -2.75
366 1881 10.5 1.75
367 1890 8.5 -1.5
368 1900 10.5 1.5
369 1909 8.5 -1.5
370 1918 9 0.25
371 1928 10.5 1.25
372 1938 10 -0.25
373 1947 8.5 -1.25
374 1956 9 0.25
375 1964 7.5 -1.25
376 1972 8 0.25
377 1980 8 0
378 1988 8 0
379 1996 8 0
380 2005 9.5 1.25
381 2016 12 2.25
382 2027 11 -0.5
383 2039 12.5 1.25
384 2050 10.5 -1.5
385 2061 11 0.25
386 2072 11 0
387 2082 9.5 -1.25
388 2092 10 0.25
389 2101 8.5 -1.25
390 2110 9 0.25
391 2118 7.5 -1.25
392 2126 8 0.25
393 2135 9.5 1.25
394 2145 10.5 1
395 2154 8.5 -1.5
396 2161 6 -2.25
397 2165 2.5 -3.25
398 2171 7 3.25
399 2180 10.5 3.25
400 2195 18 6.75
401 2210 15 -1.5
402 2223 12 -2.5
403 2233 8.5 -3.25
404 2233 -5 -11.75
405 2242 13.5 13.75
406 2252 10.5 -1
407 2263 11.5 1
408 2272 8 -2.75
409 2282 10.5 1.75
410 2292 10 -0.25
411 2302 10 0
412 2313 11.5 1.25
413 2324 11 -0.25
414 2336 12.5 1.25
415 2348 12 -0.25
416 2359 10.5 -1.25
417 2371 12.5 1.5
418 2381 9 -2.75
419 2392 11.5 1.75
420 2403 11 -0.25
421 2415 12.5 1.25
422 2427 12 -0.25
423 2439 12 0
424 2452 13.5 1.25
425 2463 10 -2.75
426 2475 12.5 1.75
427 2485 9 -2.75
428 2495 10 0.5
429 2504 8.5 -1.25
430 2514 10.5 1.5
431 2524 10 -0.25
432 2535 11.5 1.25
433 2544 8 -2.75
434 2554 10.5 1.75
435 2564 10 -0.25
436 2575 11.5 1.25
437 2586 11 -0.25
438 2597 11 0
439 2608 11 0
440 2619 11 0
441 2630 11 0
442 2641 11 0
443 2651 9.5 -1.25
444 2661 10 0.25
445 2670 8.5 -1.25
446 2679 9 0.25
447 2689 10.5 1.25
448 2700 11.5 1
449 2710 9.5 -1.5
450 2721 11.5 1.5
451 2732 11 -0.25
452 2743 11 0
453 2754 11 0
