Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2] stim_f[Hz]
77 2301 10 0 0
78 2311 10 0 0
79 2322 11.5 1.25 0
80 2333 11 -0.25 0
81 2344 11 0 0
82 2354 9.5 -1.25 0
83 2364 10 0.25 0
84 2373 8.5 -1.25 0
85 2381 7.5 -1 0
86 2390 9.5 1.5 0
87 2399 9 -0.25 0
88 2408 9 0 0
89 2418 10.5 1.25 0
90 2427 8.5 -1.5 0
91 2436 9 0.25 0
92 2446 10.5 1.25 0
93 2457 11.5 1 0
94 2468 11 -0.25 0
95 2479 11 0 0
96 2491 12.5 1.25 0
97 2501 9 -2.75 0
98 2511 10 0.5 0
99 2521 10 0 0
100 2530 8.5 -1.25 0
101 2540 10.5 1.5 0
102 2549 8.5 -1.5 0
103 2558 9 0.25 0
104 2568 10.5 1.25 0
105 2577 8.5 -1.5 0
106 2586 9 0.25 0
107 2595 9 0 0
108 2603 7.5 -1.25 0
109 2612 9.5 1.5 0
110 2621 9 -0.25 0
111 2630 9 0 0
112 2641 12 2.5 0
113 2652 11 -0.5 0
114 2663 11 0 0
115 2673 9.5 -1.25 0
116 2683 10 0.25 0
117 2693 10 0 0
118 2702 8.5 -1.25 0
119 2712 10.5 1.5 0
120 2721 8.5 -1.5 0
121 2730 9 0.25 0
122 2738 7.5 -1.25 0
123 2747 9.5 1.5 0
124 2756 9 -0.25 0
125 2765 9 0 0
126 2775 10.5 1.25 0
127 2785 10 -0.25 0
128 2795 10 0 0
129 2805 10 0 0
130 2815 10 0 0
131 2824 8.5 -1.25 0
132 2834 10.5 1.5 0
133 2842 7 -2.75 0
134 2851 9.5 1.75 0
135 2859 7.5 -1.5 0
136 2867 8 0.25 0
137 2876 9.5 1.25 0
138 2886 10.5 1 0
139 2895 8.5 -1.5 0
140 2904 9 0.25 0
141 2912 7.5 -1.25 0
142 2920 8 0.25 0
143 2928 8 0 0
144 2936 8 0 0
145 2944 8 0 0
146 2953 9.5 1.25 0
147 2961 7.5 -1.5 0
148 2970 9.5 1.5 0
149 2978 7.5 -1.5 0
150 2987 9.5 1.5 0
151 2996 9 -0.25 0
152 3006 10.5 1.25 0
153 3015 8.5 -1.5 0
154 3025 10.5 1.5 0
155 3033 7 -2.75 0
156 3039 5 -2 0
157 3042 1.5 -3.25 0
158 3044 1.5 -0.5 0
159 3045 0.5 -1 0
160 3050 7 5.25 0
161 3059 11 4 0
162 3073 16.5 5.25 0
163 3084 9.5 -5 0
164 3090 3.5 -5.5 0
165 3094 3 -1.25 0
166 3102 10 5.5 0
167 3113 12.5 2.75 0
168 3125 12.5 0.5 0
169 3136 10.5 -1.5 0
170 3144 6.5 -3.5 0
171 3150 5 -1.75 0
172 3153 1.5 -3.25 0
173 3155 1.5 -0.5 0
174 3156 0.5 -1 0
175 3156 -0.5 -1 0
176 3157 1.5 1.5 0
177 3159 2.5 1 0
178 3165 8 4.75 0
179 3176 13.5 5.25 0
180 3193 20 6.25 0
181 3207 12.5 -5.25 0
182 3217 8 -4.25 0
183 3220 -0.5 -7.75 0
184 3222 1.5 0.5 0
185 3223 0.5 -1 0
186 3224 1 0.25 0
187 3226 2.5 1.25 0
188 3228 2 -0.25 0
189 3230 2 0 0
190 3238 11 7.5 0
191 3253 18.5 7.25 0
192 3274 24 5.75 0
193 3289 12 -9 0
194 3297 4.5 -7.25 0
195 3302 3.5 -2 0
196 3309 8 3.25 0
197 3318 10 2 0
198 3324 4.5 -4.25 0
199 3331 7.5 2 0
200 3338 7 -0.25 0
201 3349 13 5 0
202 3358 8 -3.5 0
203 3363 3 -4.5 0
204 3365 0.5 -2.75 0
205 3366 0.5 -0.5 0
206 3370 5.5 4 0
207 3379 11.5 5.5 0
208 3393 16.5 5 0
209 3403 8 -6.25 0
210 3409 4 -4 0
211 3411 0 -4 0
212 3412 0.5 -0.25 0
213 3414 2.5 1.5 0
214 3416 2 -0.25 0
215 3418 2 0 0
216 3420 2 0 0
217 3423 3.5 1.25 0
218 3431 10.5 6 0
219 3445 17 6.25 0
220 3464 21.5 4.75 0
221 3477 10 -8.75 0
222 3484 4 -6 0
223 3485 -2 -6 0
224 3486 1 1.5 0
225 3488 2.5 1.25 0
226 3490 2 -0.25 0
227 3492 2 0 0
228 3494 2 0 0
229 3503 12.5 8.75 0
230 3518 18 5.75 0
231 3539 24 6 0
232 3555 13.5 -7.75 0
233 3563 4 -8.75 0
234 3565 -1 -5.5 0
235 3566 0.5 0.25 0
236 3567 1 0.25 0
237 3569 2.5 1.25 0
238 3571 2 -0.25 0
239 3573 2 0 0
240 3575 2 0 0
241 3577 2 0 0
242 3580 3.5 1.25 0
243 3583 3 -0.25 0
244 3586 3 0 0
245 3589 3 0 0
246 3593 4.5 1.25 0
247 3597 4 -0.25 0
248 3601 4 0 0
249 3613 16 10 0
250 3633 24 8 0
251 3661 32 8 0
252 3680 14.5 -13.25 0
253 3690 5.5 -9 0
254 3691 -3.5 -9 0
255 3696 7 7.25 0
256 3706 12.5 5.25 0
257 3721 17.5 5 0
258 3734 12 -3.75 0
259 3743 7 -4.5 0
260 3746 0 -6.5 0
261 3748 1.5 0.25 0
262 3749 0.5 -1 0
263 3750 1 0.25 0
264 3752 2.5 1.25 0
265 3754 2 -0.25 0
266 3756 2 0 0
267 3758 2 0 0
268 3761 3.5 1.25 0
269 3764 3 -0.25 0
270 3773 12 7.5 0
271 3789 19.5 7.25 0
272 3810 23.5 4.5 0
273 3825 12 -8.75 0
274 3832 3 -8.5 0
275 3836 2.5 -1.75 0
276 3843 8.5 4.5 0
277 3853 11.5 3 0
278 3860 5.5 -4.5 0
279 3864 2.5 -3 0
280 3865 -0.5 -3 0
281 3867 2.5 2 0
282 3869 2 -0.25 0
283 3871 2 0 0
284 3873 2 0 0
285 3873 -1 -2.5 0
286 3875 3 3 0
287 3878 3.5 0.75 0
288 3881 3 -0.25 0
289 3890 12 7.5 0
290 3906 19.5 7.25 0
291 3930 28 8.25 0
292 3950 18 -7 0
293 3963 9.5 -7.75 0
294 3969 2.5 -7 0
295 3972 1.5 -2 0
296 3974 1.5 -0.5 0
297 3975 0.5 -1 0
298 3976 1 0.25 0
299 3977 1 0 0
300 3979 2.5 1.25 0
301 3981 2 -0.25 0
302 3989 11 7.5 0
303 4003 17 6 0
304 4022 21.5 4.75 0
305 4037 13 -6.25 0
306 4045 4.5 -7.75 0
307 4047 -1 -5.75 0
308 4048 0.5 0.25 0
309 4052 5.5 4 0
310 4060 10 4.25 0
311 4072 14 4 0
312 4079 4.5 -7.25 0
313 4084 4 -1.25 0
314 4085 -1 -4.5 0
315 4090 7 6 0
316 4099 11 4 0
317 4112 15 4 0
318 4121 7 -6 0
319 4126 3 -4 0
320 4127 -1 -4 0
321 4129 2.5 2.25 0
322 4131 2 -0.25 0
323 4133 2 0 0
324 4136 3.5 1.25 0
325 4139 3 -0.25 0
326 4142 3 0 0
327 4145 3 0 0
328 4155 13.5 8.75 0
329 4172 20.5 7 0
330 4197 29 8.25 0
331 4215 14.5 -10.75 0
332 4225 6 -8.25 0
333 4227 -2 -8 0
334 4231 5 4.5 0
335 4240 11.5 5.75 0
336 4251 12 1.25 0
337 4259 6.5 -4.25 0
338 4264 3.5 -3 0
339 4265 -1 -4.25 0
340 4267 2.5 2.25 0
341 4268 0.5 -1.5 0
342 4270 2.5 1.5 0
343 4272 2 -0.25 0
344 4274 2 0 0
345 4283 12.5 8.75 0
346 4298 18 5.75 0
347 4318 22.5 4.75 0
348 4332 11 -8.75 0
349 4340 5 -6 0
350 4341 -2.5 -7.25 0
351 4342 1 1.75 0
352 4347 7 5 0
353 4356 11 4 0
354 4368 13.5 2.75 0
355 4377 7.5 -4.5 0
356 4382 3 -4.25 0
357 4386 3.5 -0.25 0
358 4395 11.5 6.5 0
359 4409 16.5 5 0
360 4419 8 -6.25 0
361 4425 4 -4 0
362 4427 0 -4 0
363 4428 0.5 -0.25 0
364 4429 1 0.25 0
365 4431 2.5 1.25 0
366 4433 2 -0.25 0
367 4436 3.5 1.25 0
368 4438 1.5 -1.5 0
369 4440 2 0.25 0
370 4443 3.5 1.25 0
371 4452 12 7.25 0
372 4469 21 8.5 0
373 4491 24.5 4.25 0
374 4506 11.5 -10 0
375 4514 4.5 -7 0
376 4515 -2.5 -7 0
377 4517 2.5 3 0
378 4518 0.5 -1.5 0
379 4524 8.5 6.5 0
380 4535 13.5 5 0
381 4552 20 6.25 0
382 4564 9.5 -7.75 0
383 4571 4.5 -5 0
384 4573 -0.5 -5 0
385 4574 0.5 0 0
386 4575 1 0.25 0
387 4581 8.5 6.25 0
388 4592 13.5 5 0
389 4607 17 3.75 0
390 4620 12 -3.5 0
391 4629 7 -4.5 0
392 4636 6 -1.5 0
393 4644 8.5 1.75 0
394 4644 -4 -10.25 0
395 4649 7.5 8.25 0
396 4653 3.5 -2.5 0
397 4654 -0.5 -3.5 0
398 4655 1 0.75 0
399 4657 2.5 1.25 0
400 4659 2 -0.25 0
401 4661 2 0 0
402 4664 3.5 1.25 0
403 4666 1.5 -1.5 0
404 4675 12.5 9 0
405 4690 18 5.75 0
406 4712 25.5 7.25 0
407 4728 13 -9.25 0
408 4737 5.5 -7.25 0
409 4739 -1.5 -7 0
410 4740 0.5 0.5 0
411 4745 7 5.25 0
412 4755 12.5 5.25 0
413 4770 17.5 5 0
414 4782 10.5 -5 0
415 4788 3 -6.75 0
416 4790 0 -3.5 0
417 4794 5 3.5 0
418 4803 11.5 5.75 0
419 4818 18 6.25 0
420 4830 10.5 -5.25 0
421 4839 7.5 -3 0
422 4843 1.5 -5.5 0
423 4845 1 -1.25 0
424 4850 6.5 4.25 0
425 4861 14 6.75 0
426 4876 17 3.5 0
427 4890 13.5 -2.25 0
428 4899 6.5 -6 0
429 4902 0 -6.25 0
430 4904 1.5 0.25 0
431 4905 0.5 -1 0
432 4911 8.5 6.5 0
433 4923 15 6.25 0
434 4941 21 6 0
435 4958 16.5 -2.75 0
436 4973 14 -2.25 0
437 4983 7.5 -5.75 0
438 4994 11.5 2.5 0
439 5006 12.5 1 0
440 5019 13.5 1 0
441 5032 13 -0.25 0
442 5046 14.5 1.25 0
443 5057 9.5 -4 0
444 5065 6.5 -3 0
445 5070 3.5 -3 0
446 5076 6.5 2 0
447 5086 12 4.75 0
448 5102 19 6.5 0
449 5118 16 -1.5 0
450 5132 13 -2.5 0
451 5143 9.5 -3.25 0
452 5151 6.5 -3 0
453 5155 2 -4.25 0
454 5162 8.5 4.75 0
455 5172 11.5 3 0
456 5188 19 6.75 0
457 5203 14.5 -2.75 0
458 5215 10.5 -3.5 0
459 5223 6 -4.25 0
460 5227 2 -4 0
461 5233 7 3.5 0
462 5243 12 4.5 0
463 5260 20.5 7.75 0
464 5276 15.5 -3 0
465 5290 13 -2.25 0
466 5301 9.5 -3.25 0
467 5312 11 0.75 0
468 5323 11 0 0
469 5332 8 -2.5 0
470 5340 7.5 -0.75 0
471 5344 2 -4.75 0
472 5350 7 3.5 0
473 5361 13.5 5.75 0
474 5378 20 6.25 0
475 5394 15.5 -2.75 0
476 5408 13 -2.25 0
477 5420 11 -2 0
478 5432 12 0.5 0
479 5443 10.5 -1.25 0
480 5455 12.5 1.5 0
481 5466 10.5 -1.5 0
482 5477 11 0.25 0
483 5488 11 0 0
484 5499 11 0 0
485 5510 11 0 0
486 5518 6.5 -3.75 0
487 5522 2 -4.25 0
488 5525 2.5 -0.25 0
489 5531 7.5 4 0
490 5544 16.5 8 0
491 5563 22 5.75 0
492 5579 14.5 -5.25 0
493 5591 10 -4.25 0
494 5599 6 -4 0
495 5609 11 3.5 0
496 5625 19 7 0
497 5639 13 -4 0
498 5650 9.5 -3.25 0
499 5654 0.5 -8 0
500 5657 2.5 0.5 0
501 5663 7.5 4 0
502 5676 16.5 8 0
503 5695 22 5.75 0
504 5695 -9.5 -25.25 0
505 5711 24 24.75 0
506 5723 10 -9 0
507 5731 6 -4 0
508 5741 11 3.5 0
509 5755 16 4.5 0
510 5770 15.5 0.25 0
511 5784 13.5 -1.5 0
512 5797 12.5 -1 0
513 5810 13 0.25 0
514 5821 10 -2.5 0
515 5830 8 -2 0
516 5839 9 0.5 0
517 5850 12 2.5 0
518 5866 18.5 5.75 0
519 5883 17.5 0 0
520 5897 12.5 -4 0
521 5905 5 -6.75 0
522 5910 3.5 -2.25 0
523 5912 0.5 -3 0
524 5913 0.5 -0.5 0
525 5920 10 7.75 0
526 5933 16 6 0
527 5954 25 8.5 0
528 5971 15 -7 0
529 5984 11 -4 0
530 5992 5.5 -5.25 0
531 6003 12.5 5 0
532 6020 20 6.75 0
533 6037 17 -1.5 0
534 6053 15.5 -1.25 0
535 6064 8.5 -6 0
536 6073 8 -1.25 0
537 6078 3 -4.5 0
538 6085 8 3.5 0
539 6095 11.5 3.25 0
540 6109 16 4.25 0
541 6119 8 -6 0
542 6125 4 -4 0
543 6132 7.5 2.25 0
544 6146 17.5 8.5 0
545 6168 26 8.25 0
546 6189 20.5 -3.25 0
547 6207 16.5 -3.5 0
548 6220 10.5 -5.5 0
549 6232 11.5 0 0
550 6243 10.5 -1 0
551 6251 6.5 -3.5 0
552 6257 5 -1.75 0
553 6260 1.5 -3.25 0
554 6268 10.5 7 0
555 6283 18.5 7.5 0
556 6305 25.5 7 0
557 6323 16 -6.75 0
558 6333 6 -9 0
559 6340 5.5 -1.75 0
560 6351 13 5.75 0
561 6366 17 4 0
562 6376 7.5 -7.25 0
563 6382 4 -3.75 0
564 6384 0 -4 0
565 6387 3.5 2.25 0
566 6390 3 -0.25 0
567 6402 16.5 11.25 0
568 6422 24 7.75 0
569 6453 36.5 11.75 0
570 6478 22 -10.25 0
571 6498 17.5 -4.75 0
572 6508 5 -11.25 0
573 6516 7 0 0
574 6521 3.5 -3.25 0
575 6524 2 -1.75 0
576 6526 1.5 -0.75 0
577 6528 2 0.25 0
578 6531 3.5 1.25 0
579 6543 16.5 11 0
580 6562 22.5 6.5 0
581 6592 35.5 12 0
582 6617 22.5 -9 0
583 6635 14.5 -7.5 0
584 6644 4.5 -9.5 0
585 6649 3 -2.75 0
586 6656 8 3.5 0
587 6668 14.5 5.75 0
588 6686 21 6.25 0
589 6703 16.5 -2.75 0
590 6715 9.5 -6 0
591 6721 3 -6.25 0
592 6728 7.5 2.75 0
593 6741 16 7.25 0
594 6762 25 8.5 0
595 6783 21 -2 0
596 6802 18 -2.5 0
597 6815 10 -7 0
598 6826 10 -1 0
599 6831 2 -7 0
600 6834 2 -1 0
