Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2] stim_f[Hz]
163 2087 4 -0.25 0
164 2090 2.5 -1.25 0
165 2094 4.5 1.5 0
166 2097 2.5 -1.5 0
167 2101 4.5 1.5 0
168 2104 2.5 -1.5 0
169 2107 3 0.25 0
170 2111 4.5 1.25 0
171 2115 4 -0.25 0
172 2119 4 0 0
173 2122 2.5 -1.25 0
174 2126 4.5 1.5 0
175 2130 4 -0.25 0
176 2134 4 0 0
177 2138 4 0 0
178 2141 2.5 -1.25 0
179 2145 4.5 1.5 0
180 2149 4 -0.25 0
181 2152 2.5 -1.25 0
182 2156 4.5 1.5 0
183 2159 2.5 -1.5 0
184 2163 4.5 1.5 0
185 2167 4 -0.25 0
186 2171 4 0 0
187 2174 2.5 -1.25 0
188 2178 4.5 1.5 0
189 2181 2.5 -1.5 0
190 2185 4.5 1.5 0
191 2189 4 -0.25 0
192 2193 4 0 0
193 2196 2.5 -1.25 0
194 2200 4.5 1.5 0
195 2203 2.5 -1.5 0
196 2207 4.5 1.5 0
197 2210 2.5 -1.5 0
198 2214 4.5 1.5 0
199 2217 2.5 -1.5 0
200 2221 4.5 1.5 0
201 2224 2.5 -1.5 0
202 2228 4.5 1.5 0
203 2232 4 -0.25 0
204 2235 2.5 -1.25 0
205 2239 4.5 1.5 0
206 2242 2.5 -1.5 0
207 2246 4.5 1.5 0
208 2250 4 -0.25 0
209 2253 2.5 -1.25 0
210 2257 4.5 1.5 0
211 2260 2.5 -1.5 0
212 2263 3 0.25 0
213 2267 4.5 1.25 0
214 2270 2.5 -1.5 0
215 2274 4.5 1.5 0
216 2277 2.5 -1.5 0
217 2281 4.5 1.5 0
218 2285 4 -0.25 0
219 2289 4 0 0
220 2292 2.5 -1.25 0
221 2296 4.5 1.5 0
222 2299 2.5 -1.5 0
223 2302 3 0.25 0
224 2306 4.5 1.25 0
225 2309 2.5 -1.5 0
226 2313 4.5 1.5 0
227 2313 -2 -5.25 0
228 2317 6 6 0
229 2320 2.5 -2.25 0
230 2324 4.5 1.5 0
231 2328 4 -0.25 0
232 2331 2.5 -1.25 0
233 2335 4.5 1.5 0
234 2339 4 -0.25 0
235 2342 2.5 -1.25 0
236 2346 4.5 1.5 0
237 2349 2.5 -1.5 0
238 2353 4.5 1.5 0
239 2357 4 -0.25 0
240 2360 2.5 -1.25 0
241 2364 4.5 1.5 0
242 2368 4 -0.25 0
243 2371 2.5 -1.25 0
244 2375 4.5 1.5 0
245 2379 4 -0.25 0
246 2382 2.5 -1.25 0
247 2386 4.5 1.5 0
248 2389 2.5 -1.5 0
249 2393 4.5 1.5 0
250 2396 2.5 -1.5 0
251 2400 4.5 1.5 0
252 2403 2.5 -1.5 0
253 2407 4.5 1.5 0
254 2410 2.5 -1.5 0
255 2414 4.5 1.5 0
256 2417 2.5 -1.5 0
257 2429 16.5 11.5 0
258 2449 24 7.75 0
259 2477 32 8 0
260 2497 16 -12 0
261 2508 6.5 -9.25 0
262 2509 -4 -10.25 0
263 2509 -0.5 1.25 0
264 2509 0 0.25 0
265 2510 1.5 1.25 0
266 2511 1 -0.25 0
267 2512 1 0 0
268 2513 1 0 0
269 2514 1 0 0
270 2516 2.5 1.25 0
271 2518 2 -0.25 0
272 2520 2 0 0
273 2522 2 0 0
274 2524 2 0 0
275 2527 3.5 1.25 0
276 2529 1.5 -1.5 0
277 2531 2 0.25 0
278 2534 3.5 1.25 0
279 2536 1.5 -1.5 0
280 2539 3.5 1.5 0
281 2542 3 -0.25 0
282 2545 3 0 0
283 2548 3 0 0
284 2551 3 0 0
285 2554 3 0 0
286 2557 3 0 0
287 2560 3 0 0
288 2563 3 0 0
289 2566 3 0 0
290 2569 3 0 0
291 2573 4.5 1.25 0
292 2576 2.5 -1.5 0
293 2579 3 0.25 0
294 2582 3 0 0
295 2586 4.5 1.25 0
296 2589 2.5 -1.5 0
297 2592 3 0.25 0
298 2596 4.5 1.25 0
299 2600 4 -0.25 0
300 2604 4 0 0
301 2608 4 0 540
302 2612 4 0 540
303 2616 4 0 540.5
304 2620 4 0 540.5
305 2624 4 0 541
306 2628 4 0 541
307 2632 4 0 541.5
308 2636 4 0 541.5
309 2639 2.5 -1.25 542
310 2643 4.5 1.5 542
311 2647 4 -0.25 542.5
312 2651 4 0 542.5
313 2655 4 0 543
314 2659 4 0 543
315 2663 4 0 543.5
316 2668 5.5 1.25 543.5
317 2672 3.5 -1.5 544
318 2676 4 0.25 544
319 2680 4 0 544.5
320 2685 5.5 1.25 544.5
321 2689 3.5 -1.5 545
322 2693 4 0.25 545
323 2697 4 0 545.5
324 2702 5.5 1.25 545.5
325 2706 3.5 -1.5 546
326 2711 5.5 1.5 546
327 2716 5 -0.25 546.5
328 2720 3.5 -1.25 546.5
329 2725 5.5 1.5 547
330 2729 3.5 -1.5 547
331 2734 5.5 1.5 547.5
332 2738 3.5 -1.5 547.5
333 2743 5.5 1.5 548
334 2747 3.5 -1.5 548
335 2752 5.5 1.5 548.5
336 2756 3.5 -1.5 548.5
337 2756 -2 -4.75 549
338 2760 6 6 549
339 2765 5.5 0.25 549.5
340 2770 5 -0.25 549.5
341 2774 3.5 -1.25 550
342 2779 5.5 1.5 550
343 2783 3.5 -1.5 550.5
344 2787 4 0.25 550.5
345 2792 5.5 1.25 551
346 2796 3.5 -1.5 551
347 2801 5.5 1.5 551.5
348 2805 3.5 -1.5 551.5
349 2810 5.5 1.5 552
350 2815 5 -0.25 552
351 2820 5 0 552.5
352 2824 3.5 -1.25 552.5
353 2829 5.5 1.5 553
354 2834 5 -0.25 553
355 2838 3.5 -1.25 553.5
356 2843 5.5 1.5 553.5
357 2847 3.5 -1.5 554
358 2852 5.5 1.5 554
359 2856 3.5 -1.5 554.5
360 2860 4 0.25 554.5
361 2865 5.5 1.25 555
362 2870 5 -0.25 555
363 2875 5 0 555.5
364 2879 3.5 -1.25 555.5
365 2884 5.5 1.5 556
366 2889 5 -0.25 556
367 2894 5 0 556.5
368 2899 5 0 556.5
369 2904 5 0 557
370 2909 5 0 557
371 2914 5 0 557.5
372 2919 5 0 557.5
373 2924 5 0 558
374 2928 3.5 -1.25 558
375 2933 5.5 1.5 558.5
376 2938 5 -0.25 558.5
377 2943 5 0 559
378 2948 5 0 559
379 2953 5 0 559.5
380 2959 6.5 1.25 559.5
381 2964 4.5 -1.5 560
382 2969 5 0.25 560
383 2973 3.5 -1.25 560.5
384 2978 5.5 1.5 560.5
385 2993 20 12.25 561
386 3018 30 10 561
387 3053 40 10 561.5
388 3077 18.5 -16.25 561.5
389 3090 7.5 -11 562
390 3091 -5 -12.25 562
391 3092 1 3 562.5
392 3093 1 0 562.5
393 3094 1 0 563
394 3096 2.5 1.25 563
395 3098 2 -0.25 563.5
396 3100 2 0 563.5
397 3102 2 0 564
398 3104 2 0 564
399 3106 2 0 564.5
400 3108 2 0 564.5
401 3111 3.5 1.25 565
402 3114 3 -0.25 565
403 3117 3 0 565.5
404 3120 3 0 565.5
405 3123 3 0 566
406 3126 3 0 566
407 3129 3 0 566.5
408 3132 3 0 566.5
409 3136 4.5 1.25 567
410 3140 4 -0.25 567
411 3144 4 0 567.5
412 3156 16 10 567.5
413 3176 24 8 568
414 3205 33.5 9.25 568
415 3225 15.5 -13.5 568.5
416 3236 6.5 -9 568.5
417 3238 -2.5 -9 569
418 3243 6.5 6 569
419 3253 12.5 5.5 569.5
420 3269 19 6.25 569.5
421 3285 16 -1.5 570
422 3299 13 -2.5 570
423 3310 9.5 -3.25 570.5
424 3320 9.5 -0.5 570.5
425 3330 10 0.25 571
426 3341 11.5 1.25 571
427 3353 12.5 1 571.5
428 3365 12 -0.25 571.5
429 3376 10.5 -1.25 572
430 3387 11 0.25 572
431 3398 11 0 572.5
432 3411 14 2.5 572.5
433 3424 13 -0.5 573
434 3437 13 0 573
435 3450 13 0 573.5
436 3464 14.5 1.25 573.5
437 3479 15.5 1 574
438 3493 13.5 -1.5 574
439 3508 15.5 1.5 574.5
440 3523 15 -0.25 574.5
441 3539 16.5 1.25 575
442 3553 13 -2.75 575
443 3567 14 0.5 575.5
444 3580 12.5 -1.25 575.5
445 3593 13 0.25 576
446 3593 -6.5 -16.25 576
447 3607 21 20.75 576.5
448 3622 15.5 -2.25 576.5
449 3637 15 -0.25 577
450 3652 15 0 577
451 3667 15 0 577.5
452 3682 15 0 577.5
453 3697 15 0 578
454 3711 13.5 -1.25 578
455 3726 15.5 1.5 578.5
456 3740 13.5 -1.5 578.5
457 3754 14 0.25 579
458 3769 15.5 1.25 579
459 3783 13.5 -1.5 579.5
460 3796 12.5 -1 579.5
461 3809 13 0.25 580
462 3821 11.5 -1.25 580
463 3833 12 0.25 580.5
464 3846 13.5 1.25 580.5
465 3859 13 -0.25 581
466 3871 11.5 -1.25 581
467 3882 10.5 -1 581.5
468 3893 11 0.25 581.5
469 3905 12.5 1.25 582
470 3919 15 2.25 582
471 3934 15.5 0.75 582.5
472 3948 13.5 -1.5 582.5
473 3961 12.5 -1 583
474 3973 11.5 -1 583
475 3984 10.5 -1 583.5
476 3995 11 0.25 583.5
477 4007 12.5 1.25 584
478 4019 12 -0.25 584
479 4030 10.5 -1.25 584.5
480 4042 12.5 1.5 584.5
481 4053 10.5 -1.5 585
482 4064 11 0.25 585
483 4075 11 0 585.5
484 4087 12.5 1.25 585.5
485 4099 12 -0.25 586
486 4110 10.5 -1.25 586
487 4121 11 0.25 586.5
488 4132 11 0 586.5
489 4142 9.5 -1.25 587
490 4152 10 0.25 587
491 4162 10 0 587.5
492 4172 10 0 587.5
493 4182 10 0 588
494 4192 10 0 588
495 4202 10 0 588.5
496 4213 11.5 1.25 588.5
497 4223 9.5 -1.5 589
498 4231 7 -2.25 589
499 4236 3.5 -3.25 589.5
500 4238 0.5 -3 589.5
501 4243 6.5 4.5 590
502 4252 11 4.25 590
503 4268 19.5 7.75 590.5
504 4282 13 -4.25 590.5
505 4294 11 -2 591
506 4304 9 -2 591
507 4314 10 0.5 591.5
508 4324 10 0 591.5
509 4333 8.5 -1.25 592
510 4342 9 0.25 592
511 4351 9 0 592.5
512 4359 7.5 -1.25 592.5
513 4368 9.5 1.5 593
514 4377 9 -0.25 593
515 4386 9 0 593.5
516 4395 9 0 593.5
517 4404 9 0 594
518 4413 9 0 594
519 4424 12 2.5 594.5
520 4434 9.5 -1.75 594.5
521 4444 10 0.25 595
522 4454 10 0 595
523 4464 10 0 595.5
524 4474 10 0 595.5
525 4485 11.5 1.25 596
526 4495 9.5 -1.5 596
527 4504 8.5 -1 596.5
528 4513 9 0.25 596.5
529 4523 10.5 1.25 597
530 4534 11.5 1 597
531 4547 14 2.25 597.5
532 4559 11.5 -1.75 597.5
533 4571 12 0.25 598
534 4583 12 0 598
535 4593 9 -2.5 598.5
536 4604 11.5 1.75 598.5
537 4614 9.5 -1.5 599
538 4624 10 0.25 599
539 4634 10 0 599.5
540 4644 10 0 599.5
541 4655 11.5 1.25 600
542 4667 12.5 1 600
543 4678 10.5 -1.5 600.5
544 4690 12.5 1.5 600.5
545 4703 13.5 1 601
546 4716 13 -0.25 601
547 4729 13 0 601.5
548 4743 14.5 1.25 601.5
549 4756 12.5 -1.5 602
550 4768 11.5 -1 602
551 4779 10.5 -1 602.5
552 4790 11 0.25 602.5
553 4800 9.5 -1.25 603
554 4810 10 0.25 603
555 4820 10 0 603.5
556 4820 -5 -12.5 603.5
557 4827 10.5 11.25 604
558 4834 7 -1.75 604
559 4842 8.5 1.25 604.5
560 4855 15.5 6 604.5
561 4869 14.5 0 605
562 4883 14 -0.25 605
563 4896 12.5 -1.25 605.5
564 4908 11.5 -1 605.5
565 4920 12 0.25 606
566 4931 10.5 -1.25 606
567 4942 11 0.25 606.5
568 4952 9.5 -1.25 606.5
569 4962 10 0.25 607
570 4972 10 0 607
571 4983 11.5 1.25 607.5
572 4994 11 -0.25 607.5
573 5006 12.5 1.25 608
574 5018 12 -0.25 608
575 5030 12 0 608.5
576 5040 9 -2.5 608.5
577 5051 11.5 1.75 609
578 5063 12.5 1 609
579 5076 13.5 1 609.5
580 5090 14.5 1 609.5
581 5104 14 -0.25 610
582 5118 14 0 610
583 5131 12.5 -1.25 610.5
584 5142 10 -2.25 610.5
585 5154 12.5 1.75 611
586 5167 13.5 1 611
587 5181 14.5 1 611.5
588 5193 11 -2.75 611.5
589 5202 7.5 -3.25 612
590 5206 1.5 -5.5 612
591 5209 2.5 0 612.5
592 5216 9 5.25 612.5
593 5229 16 6.5 613
594 5250 25 8.5 613
595 5270 19.5 -3.25 613.5
596 5286 14 -4.75 613.5
597 5298 10 -4 614
598 5310 12 1 614
599 5322 12 0 614.5
600 5335 13.5 1.25 614.5
