Time[s] CO2_smooth[ppm] dCO2_dt[ppm/s] d2CO2_dt2[ppm/s^2] stim_f[Hz]
69 1571 4 -2.75 0
70 1575 3.5 -0.75 0
71 1579 4 0.25 0
72 1584 5.5 1.25 0
73 1593 11 4.75 0
74 1601 7.5 -2.25 0
75 1609 8 0.25 0
76 1615 5 -2.5 0
77 1621 6 0.5 0
78 1626 4.5 -1.25 0
79 1631 5 0.25 0
80 1635 3.5 -1.25 0
81 1637 1 -2.25 0
82 1641 5 3 0
83 1646 5.5 0.75 0
84 1654 9.5 3.5 0
85 1660 5 -3.25 0
86 1663 1.5 -3.25 0
87 1665 1.5 -0.5 0
88 1666 0.5 -1 0
89 1667 1 0.25 0
90 1668 1 0 0
91 1669 1 0 0
92 1670 1 0 0
93 1671 1 0 0
94 1677 8.5 6.25 0
95 1688 13.5 5 0
96 1703 17 3.75 0
97 1713 7.5 -7.25 0
98 1719 4 -3.75 0
99 1720 -1.5 -5.25 0
100 1720 -0.5 0 0
101 1721 1.5 1.5 0
102 1721 -0.5 -1.5 0
103 1722 1.5 1.5 0
104 1723 1 -0.25 0
105 1725 2.5 1.25 0
106 1729 5 2.25 0
107 1738 11.5 5.75 0
108 1749 12 1.25 0
109 1757 6.5 -4.25 0
110 1761 2 -4.25 0
111 1762 -0.5 -2.75 0
112 1763 1 0.75 0
113 1764 1 0 0
114 1765 1 0 0
115 1766 1 0 0
116 1767 1 0 0
117 1769 2.5 1.25 0
118 1771 2 -0.25 0
119 1773 2 0 0
120 1775 2 0 0
121 1777 2 0 0
122 1779 2 0 0
123 1781 2 0 0
124 1783 2 0 0
125 1785 2 0 0
126 1787 2 0 0
127 1790 3.5 1.25 0
128 1792 1.5 -1.5 0
129 1795 3.5 1.5 0
130 1798 3 -0.25 0
131 1801 3 0 0
132 1803 1.5 -1.25 0
133 1806 3.5 1.5 0
134 1808 1.5 -1.5 0
135 1811 3.5 1.5 0
136 1819 10.5 6 0
137 1834 18.5 7.5 0
138 1855 24 5.75 0
139 1870 12 -9 0
140 1878 4.5 -7.25 0
141 1880 -1 -5.75 0
142 1881 0.5 0.25 0
143 1882 1 0.25 0
144 1883 1 0 0
145 1884 1 0 0
146 1885 1 0 0
147 1886 1 0 0
148 1887 1 0 0
149 1888 1 0 0
150 1890 2.5 1.25 0
151 1892 2 -0.25 0
152 1894 2 0 0
153 1896 2 0 0
154 1898 2 0 0
155 1900 2 0 0
156 1902 2 0 0
157 1905 3.5 1.25 0
158 1907 1.5 -1.5 0
159 1909 2 0.25 0
160 1912 3.5 1.25 0
161 1914 1.5 -1.5 0
162 1917 3.5 1.5 0
163 1920 3 -0.25 0
164 1922 1.5 -1.25 0
165 1925 3.5 1.5 0
166 1928 3 -0.25 0
167 1930 1.5 -1.25 0
168 1933 3.5 1.5 0
169 1936 3 -0.25 0
170 1939 3 0 0
171 1948 12 7.5 0
172 1963 18 6 0
173 1985 25.5 7.25 0
174 2000 11.5 -10.5 0
175 2007 3 -8.25 0
176 2008 -2 -5.5 0
177 2009 1 1.5 0
178 2010 1 0 0
179 2012 2.5 1.25 0
180 2013 0.5 -1.5 0
181 2015 2.5 1.5 0
182 2017 2 -0.25 0
183 2019 2 0 0
184 2022 3.5 1.25 0
185 2024 1.5 -1.5 0
186 2026 2 0.25 0
187 2028 2 0 0
188 2031 3.5 1.25 0
189 2033 1.5 -1.5 0
190 2036 3.5 1.5 0
191 2038 1.5 -1.5 0
192 2041 3.5 1.5 0
193 2044 3 -0.25 0
194 2047 3 0 0
195 2051 4.5 1.25 0
196 2055 4 -0.25 0
197 2058 2.5 -1.25 0
198 2062 4.5 1.5 0
199 2066 4 -0.25 0
200 2069 2.5 -1.25 0
201 2073 4.5 1.5 0
202 2077 4 -0.25 0
203 2080 2.5 -1.25 0
204 2084 4.5 1.5 0
205 2088 4 -0.25 0
206 2092 4 0 0
207 2096 4 0 0
208 2100 4 0 0
209 2100 -2 -5 0
210 2104 6 6 0
211 2108 4 -1 0
212 2121 17.5 11.25 0
213 2145 29.5 11.5 0
214 2177 36 7.25 0
215 2200 18.5 -13.25 0
216 2211 5 -12.75 0
217 2213 -2.5 -8.25 0
218 2214 0.5 1 0
219 2215 1 0.25 0
220 2216 1 0 0
221 2217 1 0 0
222 2219 2.5 1.25 0
223 2221 2 -0.25 0
224 2223 2 0 0
225 2225 2 0 0
226 2227 2 0 0
227 2229 2 0 0
228 2232 3.5 1.25 0
229 2235 3 -0.25 0
230 2238 3 0 0
231 2241 3 0 0
232 2244 3 0 0
233 2254 13.5 8.75 0
234 2270 19 5.75 0
235 2294 28 8.5 0
236 2309 10.5 -13.25 0
237 2317 4.5 -6.5 0
238 2318 -2.5 -7 0
239 2320 2.5 3 0
240 2321 0.5 -1.5 0
241 2322 1 0.25 0
242 2324 2.5 1.25 0
243 2326 2 -0.25 0
244 2328 2 0 0
245 2335 9.5 6.25 0
246 2349 17.5 7.5 0
247 2369 23 5.75 0
248 2383 11 -9 0
249 2390 3.5 -7.25 0
250 2391 -2 -5.75 0
251 2391 -0.5 0.25 0
252 2392 1.5 1.5 0
253 2397 7 4.75 0
254 2404 8 1.5 0
255 2415 13 4.5 0
256 2422 5 -6 0
257 2427 4 -1.5 0
258 2428 -1 -4.5 0
259 2429 1 1 0
260 2431 2.5 1.25 0
261 2433 2 -0.25 0
262 2435 2 0 0
263 2436 0.5 -1.25 0
264 2438 2.5 1.5 0
265 2446 11 7.25 0
266 2460 17 6 0
267 2480 23 6 0
268 2495 12.5 -7.75 0
269 2503 4.5 -7.5 0
270 2505 -1 -5.75 0
271 2506 0.5 0.25 0
272 2507 1 0.25 0
273 2508 1 0 0
274 2514 8.5 6.25 0
275 2524 12 3.75 0
276 2538 16 4 0
277 2547 6.5 -7.25 0
278 2553 4.5 -2.5 0
279 2554 -1.5 -5.5 0
280 2555 1 1.25 0
281 2557 2.5 1.25 0
282 2563 8 4.75 0
283 2573 12 4 0
284 2589 19 6.5 0
285 2601 10 -6.5 0
286 2607 3 -6.5 0
287 2609 0 -3.5 0
288 2613 5 3.5 0
289 2621 10 4.5 0
290 2633 14 4 0
291 2642 7.5 -4.75 0
292 2647 3 -4.25 0
293 2649 0.5 -2.75 0
294 2650 0.5 -0.5 0
295 2651 1 0.25 0
296 2657 8.5 6.25 0
297 2666 10.5 2.5 0
298 2679 15 4.25 0
299 2688 7 -6 0
300 2693 3 -4 0
301 2694 -1 -4 599.9
302 2695 1 1 599.7
303 2700 7 5 599.5
304 2709 11 4 599.3
305 2720 12 1.5 599.1
306 2728 6.5 -4.25 598.9
307 2736 8 0.75 598.7
308 2743 6.5 -1.25 598.5
309 2756 16 7.75 598.3
310 2767 10 -4 598.1
311 2777 9.5 -0.75 597.9
312 2782 2.5 -6 597.7
313 2785 2 -1.25 597.5
314 2787 1.5 -0.75 597.3
315 2788 0.5 -1 597.1
316 2789 1 0.25 596.9
317 2791 2.5 1.25 596.7
318 2793 2 -0.25 596.5
319 2793 -1 -2.5 596.3
320 2795 3 3 596.1
321 2797 2 -0.5 595.9
322 2800 3.5 1.25 595.7
323 2803 3 -0.25 595.5
324 2806 3 0 595.3
325 2809 3 0 595.1
326 2819 13.5 8.75 594.9
327 2837 22 8.25 594.7
328 2863 30 8 594.5
329 2881 14 -12 594.3
330 2891 6 -8 594.1
331 2892 -3.5 -9.25 593.9
332 2893 1 2.25 593.7
333 2894 1 0 593.5
334 2900 8.5 6.25 593.3
335 2911 13.5 5 593.1
336 2928 20 6.25 592.9
337 2942 12.5 -5.25 592.7
338 2953 9.5 -3 592.5
339 2961 6.5 -3 592.3
340 2968 6.5 -0.5 592.1
341 2975 7 0.25 591.9
342 2981 5.5 -1.25 591.7
343 2984 1.5 -3.5 591.5
344 2988 4.5 2 591.3
345 2996 10 4.75 591.1
346 3008 14 4 590.9
347 3021 13.5 0.25 590.7
348 3031 8.5 -4 590.5
349 3036 2.5 -5.5 590.3
350 3039 2 -1.25 590.1
351 3043 4.5 1.75 589.9
352 3050 8.5 3.5 589.7
353 3061 13 4.25 589.5
354 3069 6.5 -4.75 589.3
355 3074 3.5 -3 589.1
356 3078 3.5 -0.5 588.9
357 3086 10 5.25 588.7
358 3096 11 1.5 588.5
359 3105 8.5 -1.75 588.3
360 3110 3 -4.75 588.1
361 3112 0.5 -2.75 587.9
362 3116 5 3.25 587.7
363 3125 11.5 5.75 587.5
364 3138 15 3.75 587.3
365 3151 13 -1 587.1
366 3162 10 -2.5 586.9
367 3169 5 -4.5 586.7
368 3177 8.5 2.25 586.5
369 3185 8 -0.25 586.3
370 3193 8 0 586.1
371 3202 9.5 1.25 585.9
372 3210 7.5 -1.5 585.7
373 3218 8 0.25 585.5
374 3226 8 0 585.3
375 3234 8 0 585.1
376 3243 9.5 1.25 584.9
377 3252 9 -0.25 584.7
378 3261 9 0 584.5
379 3271 10.5 1.25 584.3
380 3281 10 -0.25 584.1
381 3291 10 0 583.9
382 3301 10 0 583.7
383 3311 10 0 583.5
384 3320 8.5 -1.25 583.3
385 3330 10.5 1.5 583.1
386 3340 10 -0.25 582.9
387 3351 11.5 1.25 582.7
388 3362 11 -0.25 582.5
389 3372 9.5 -1.25 582.3
390 3383 11.5 1.5 582.1
391 3393 9.5 -1.5 581.9
392 3403 10 0.25 581.7
393 3414 11.5 1.25 581.5
394 3425 11 -0.25 581.3
395 3436 11 0 581.1
396 3446 9.5 -1.25 580.9
397 3457 11.5 1.5 580.7
398 3467 9.5 -1.5 580.5
399 3477 10 0.25 580.3
400 3488 11.5 1.25 580.1
401 3498 9.5 -1.5 579.9
402 3508 10 0.25 579.7
403 3519 11.5 1.25 579.5
404 3529 9.5 -1.5 579.3
405 3540 11.5 1.5 579.1
406 3549 8 -2.75 578.9
407 3558 9 0.5 578.7
408 3567 9 0 578.5
409 3576 9 0 578.3
410 3586 10.5 1.25 578.1
411 3598 13 2.25 577.9
412 3610 12 -0.5 577.7
413 3621 10.5 -1.25 577.5
414 3632 11 0.25 577.3
415 3642 9.5 -1.25 577.1
416 3653 11.5 1.5 576.9
417 3663 9.5 -1.5 576.7
418 3673 10 0.25 576.5
419 3684 11.5 1.25 576.3
420 3694 9.5 -1.5 576.1
421 3705 11.5 1.5 575.9
422 3714 8 -2.75 575.7
423 3723 9 0.5 575.5
424 3732 9 0 575.3
425 3741 9 0 575.1
426 3751 10.5 1.25 574.9
427 3762 11.5 1 574.7
428 3762 -5.5 -14 574.5
429 3772 15 15.25 574.3
430 3782 10 -2.5 574.1
431 3792 10 0 573.9
432 3802 10 0 573.7
433 3812 10 0 573.5
434 3822 10 0 573.3
435 3831 8.5 -1.25 573.1
436 3838 6 -2.25 572.9
437 3844 5.5 -0.75 572.7
438 3852 9 2.75 572.5
439 3863 12.5 3.25 572.3
440 3875 12.5 0.5 572.1
441 3887 12 -0.25 571.9
442 3898 10.5 -1.25 571.7
443 3910 12.5 1.5 571.5
444 3922 12 -0.25 571.3
445 3933 10.5 -1.25 571.1
446 3944 11 0.25 570.9
447 3954 9.5 -1.25 570.7
448 3964 10 0.25 570.5
449 3975 11.5 1.25 570.3
450 3985 9.5 -1.5 570.1
451 3996 11.5 1.5 569.9
452 4007 11 -0.25 569.7
453 4019 12.5 1.25 569.5
454 4030 10.5 -1.5 569.3
455 4041 11 0.25 569.1
456 4050 8 -2.5 568.9
457 4057 6 -2 568.7
458 4061 2.5 -3.25 568.5
459 4063 1 -1.75 568.3
460 4068 6.5 4.25 568.1
461 4078 12.5 5.5 567.9
462 4095 20.5 7.5 567.7
463 4110 14 -4.25 567.5
464 4124 13.5 -0.75 567.3
465 4135 9.5 -3.5 567.1
466 4147 12.5 2 566.9
467 4159 12 -0.25 566.7
468 4170 10.5 -1.25 566.5
469 4182 12.5 1.5 566.3
470 4195 13.5 1 566.1
471 4207 11.5 -1.5 565.9
472 4220 13.5 1.5 565.7
473 4232 11.5 -1.5 565.5
474 4244 12 0.25 565.3
475 4256 12 0 565.1
476 4266 9 -2.5 564.9
477 4277 11.5 1.75 564.7
478 4287 9.5 -1.5 564.5
479 4298 11.5 1.5 564.3
480 4308 9.5 -1.5 564.1
481 4319 11.5 1.5 563.9
482 4329 9.5 -1.5 563.7
483 4340 11.5 1.5 563.5
484 4351 11 -0.25 563.3
485 4362 11 0 563.1
486 4373 11 0 562.9
487 4385 12.5 1.25 562.7
488 4396 10.5 -1.5 562.5
489 4408 12.5 1.5 562.3
490 4422 15 2.25 562.1
491 4436 14 -0.5 561.9
492 4449 12.5 -1.25 561.7
493 4462 13 0.25 561.5
494 4473 10 -2.5 561.3
495 4484 11 0.5 561.1
496 4496 12.5 1.25 560.9
497 4508 12 -0.25 560.7
498 4519 10.5 -1.25 560.5
499 4529 9.5 -1 560.3
500 4537 7 -2.25 560.1
501 4541 2 -4.5 559.9
502 4546 5.5 2.25 559.7
503 4556 12.5 6 559.5
504 4572 19 6.25 559.3
505 4588 16 -1.5 559.1
506 4603 14.5 -1.25 558.9
507 4615 10.5 -3.5 558.7
508 4626 10.5 -0.5 558.5
509 4636 9.5 -1 558.3
510 4646 10 0.25 558.1
511 4658 13 2.5 557.9
512 4670 12 -0.5 557.7
513 4683 13.5 1.25 557.5
514 4694 10 -2.75 557.3
515 4704 9.5 -0.75 557.1
516 4715 11.5 1.5 556.9
517 4726 11 -0.25 556.7
518 4737 11 0 556.5
519 4748 11 0 556.3
520 4759 11 0 556.1
521 4770 11 0 555.9
522 4781 11 0 555.7
523 4793 12.5 1.25 555.5
524 4804 10.5 -1.5 555.3
525 4816 12.5 1.5 555.1
526 4828 12 -0.25 554.9
527 4839 10.5 -1.25 554.7
528 4850 11 0.25 554.5
529 4861 11 0 554.3
530 4873 12.5 1.25 554.1
531 4885 12 -0.25 553.9
532 4898 13.5 1.25 553.7
533 4911 13 -0.25 553.5
534 4924 13 0 553.3
535 4938 14.5 1.25 553.1
536 4952 14 -0.25 552.9
537 4952 -7 -17.5 552.7
538 4965 19.5 19.75 552.5
539 4978 13 -3.25 552.3
540 4989 10 -2.5 552.1
541 5000 11 0.5 551.9
542 5012 12.5 1.25 551.7
543 5026 15 2.25 551.5
544 5040 14 -0.5 551.3
545 5055 15.5 1.25 551.1
546 5070 15 -0.25 550.9
547 5085 15 0 550.7
548 5101 16.5 1.25 550.5
549 5117 16 -0.25 550.3
550 5131 13 -2.5 550.1
551 5143 11 -2 549.9
552 5155 12 0.5 549.7
553 5168 13.5 1.25 549.5
554 5182 14.5 1 549.3
555 5197 15.5 1 549.1
556 5210 12 -2.75 548.9
557 5224 14.5 1.75 548.7
558 5238 14 -0.25 548.5
559 5253 15.5 1.25 548.3
560 5268 15 -0.25 548.1
561 5283 15 0 547.9
562 5297 13.5 -1.25 547.7
563 5311 14 0.25 547.5
564 5325 14 0 547.3
565 5340 15.5 1.25 547.1
566 5355 15 -0.25 546.9
567 5370 15 0 546.7
568 5386 16.5 1.25 546.5
569 5401 14.5 -1.5 546.3
570 5416 15 0.25 546.1
571 5430 13.5 -1.25 545.9
572 5444 14 0.25 545.7
573 5458 14 0 545.5
574 5473 15.5 1.25 545.3
575 5488 15 -0.25 545.1
576 5504 16.5 1.25 544.9
577 5519 14.5 -1.5 544.7
578 5534 15 0.25 544.5
579 5549 15 0 544.3
580 5564 15 0 544.1
581 5580 16.5 1.25 543.9
582 5597 17.5 1 543.7
583 5614 17 -0.25 543.5
584 5633 20 2.5 543.3
585 5650 16 -3 543.1
586 5666 15.5 -0.75 542.9
587 5681 14.5 -1 542.7
588 5694 12 -2.25 542.5
589 5706 11.5 -0.75 542.3
590 5719 13.5 1.5 542.1
591 5732 13 -0.25 541.9
592 5746 14.5 1.25 541.7
593 5760 14 -0.25 541.5
594 5775 15.5 1.25 541.3
595 5792 18 2.25 541.1
596 5809 17 -0.5 540.9
597 5827 18.5 1.25 540.7
598 5843 15 -2.75 540.5
599 5858 14.5 -0.75 540.3
600 5873 15 0.25 540.1
